Moon x	Moon y	Apollo x	Apollo y	t	vmag	r
379746517.809109	59850913.863899	559999270.844134	323548400.747930	58800.000000	1021.910093	384434064.149482
379730708.894652	59951874.635796	560642897.163070	323920659.016848	58900.000000	1021.909788	384434179.736897
379714873.340161	60052831.201766	561286515.520639	324292912.924557	59000.000000	1021.909482	384434295.518861
379699011.146773	60153783.554728	561930125.935187	324665162.480157	59100.000000	1021.909176	384434411.495364
379683122.315623	60254731.687606	562573728.424998	325037407.692722	59200.000000	1021.908870	384434527.666397
379667206.847851	60355675.593321	563217323.008287	325409648.571301	59300.000000	1021.908563	384434644.031954
379651264.744597	60456615.264794	563860909.703206	325781885.124913	59400.000000	1021.908255	384434760.592025
379635296.007005	60557550.694949	564504488.527843	326154117.362550	59500.000000	1021.907947	384434877.346603
379619300.636218	60658481.876708	565148059.500217	326526345.293179	59600.000000	1021.907638	384434994.295678
379603278.633383	60759408.802994	565791622.638286	326898568.925737	59700.000000	1021.907329	384435111.439243
379587229.999648	60860331.466730	566435177.959944	327270788.269136	59800.000000	1021.907019	384435228.777289
379571154.736164	60961249.860841	567078725.483019	327643003.332262	59900.000000	1021.906709	384435346.309807
379555052.844083	61062163.978251	567722265.225278	328015214.123974	60000.000000	1021.906399	384435464.036789
379538924.324558	61163073.811883	568365797.204425	328387420.653102	60100.000000	1021.906087	384435581.958227
379522769.178746	61263979.354663	569009321.438098	328759622.928454	60200.000000	1021.905776	384435700.074112
379506587.407806	61364880.599515	569652837.943877	329131820.958808	60300.000000	1021.905463	384435818.384436
379490379.012895	61465777.539365	570296346.739278	329504014.752917	60400.000000	1021.905151	384435936.889190
379474143.995177	61566670.167138	570939847.841755	329876204.319509	60500.000000	1021.904837	384436055.588367
379457882.355815	61667558.475761	571583341.268699	330248389.667286	60600.000000	1021.904524	384436174.481956
379441594.095974	61768442.458159	572226827.037442	330620570.804922	60700.000000	1021.904209	384436293.569950
379425279.216823	61869322.107260	572870305.165255	330992747.741067	60800.000000	1021.903894	384436412.852341
379408937.719528	61970197.415990	573513775.669349	331364920.484346	60900.000000	1021.903579	384436532.329119
379392569.605264	62071068.377276	574157238.566873	331737089.043356	61000.000000	1021.903263	384436652.000277
379376174.875202	62171934.984046	574800693.874916	332109253.426670	61100.000000	1021.902947	384436771.865804
379359753.530518	62272797.229229	575444141.610510	332481413.642837	61200.000000	1021.902630	384436891.925694
379343305.572388	62373655.105751	576087581.790624	332853569.700379	61300.000000	1021.902313	384437012.179937
379326831.001991	62474508.606543	576731014.432170	333225721.607793	61400.000000	1021.901995	384437132.628525
379310329.820509	62575357.724532	577374439.552002	333597869.373552	61500.000000	1021.901676	384437253.271449
379293802.029123	62676202.452648	578017857.166914	333970013.006103	61600.000000	1021.901358	384437374.108701
379277247.629019	62777042.783821	578661267.293641	334342152.513868	61700.000000	1021.901038	384437495.140271
379260666.621382	62877878.710979	579304669.948863	334714287.905246	61800.000000	1021.900718	384437616.366151
379244059.007402	62978710.227055	579948065.149200	335086419.188609	61900.000000	1021.900398	384437737.786333
379227424.788269	63079537.324977	580591452.911215	335458546.372307	62000.000000	1021.900077	384437859.400807
379210763.965174	63180359.997678	581234833.251414	335830669.464663	62100.000000	1021.899755	384437981.209566
379194076.539312	63281178.238087	581878206.186247	336202788.473977	62200.000000	1021.899433	384438103.212600
379177362.511878	63381992.039137	582521571.732106	336574903.408525	62300.000000	1021.899111	384438225.409901
379160621.884072	63482801.393760	583164929.905329	336947014.276559	62400.000000	1021.898788	384438347.801459
379143854.657092	63583606.294887	583808280.722196	337319121.086305	62500.000000	1021.898464	384438470.387267
379127060.832140	63684406.735452	584451624.198930	337691223.845967	62600.000000	1021.898140	384438593.167314
379110240.410420	63785202.708386	585094960.351704	338063322.563725	62700.000000	1021.897816	384438716.141593
379093393.393137	63885994.206624	585738289.196629	338435417.247735	62800.000000	1021.897491	384438839.310095
379076519.781500	63986781.223099	586381610.749767	338807507.906128	62900.000000	1021.897165	384438962.672810
379059619.576716	64087563.750745	587024925.027122	339179594.547013	63000.000000	1021.896839	384439086.229731
379042692.779998	64188341.782495	587668232.044643	339551677.178475	63100.000000	1021.896512	384439209.980847
379025739.392558	64289115.311284	588311531.818228	339923755.808575	63200.000000	1021.896185	384439333.926151
379008759.415611	64389884.330048	588954824.363719	340295830.445352	63300.000000	1021.895858	384439458.065633
378991752.850375	64490648.831721	589598109.696903	340667901.096820	63400.000000	1021.895529	384439582.399285
378974719.698068	64591408.809240	590241387.833518	341039967.770972	63500.000000	1021.895201	384439706.927096
378957659.959912	64692164.255539	590884658.789244	341412030.475775	63600.000000	1021.894872	384439831.649060
378940573.637128	64792915.163555	591527922.579713	341784089.219177	63700.000000	1021.894542	384439956.565167
378923460.730941	64893661.526225	592171179.220499	342156144.009099	63800.000000	1021.894212	384440081.675407
378906321.242578	64994403.336485	592814428.727129	342528194.853442	63900.000000	1021.893881	384440206.979772
378889155.173267	65095140.587273	593457671.115074	342900241.760083	64000.000000	1021.893550	384440332.478252
378871962.524239	65195873.271527	594100906.399756	343272284.736877	64100.000000	1021.893218	384440458.170840
378854743.296725	65296601.382184	594744134.596542	343644323.791656	64200.000000	1021.892886	384440584.057525
378837497.491959	65397324.912182	595387355.720751	344016358.932229	64300.000000	1021.892553	384440710.138299
378820225.111178	65498043.854460	596030569.787649	344388390.166384	64400.000000	1021.892220	384440836.413152
378802926.155619	65598758.201958	596673776.812452	344760417.501887	64500.000000	1021.891886	384440962.882077
378785600.626522	65699467.947613	597316976.810325	345132440.946480	64600.000000	1021.891552	384441089.545063
378768248.525130	65800173.084367	597960169.796381	345504460.507883	64700.000000	1021.891217	384441216.402101
378750869.852684	65900873.605159	598603355.785686	345876476.193795	64800.000000	1021.890882	384441343.453183
378733464.610432	66001569.502929	599246534.793252	346248488.011894	64900.000000	1021.890546	384441470.698299
378716032.799620	66102260.770618	599889706.834048	346620495.969833	65000.000000	1021.890210	384441598.137441
378698574.421498	66202947.401167	600532871.922985	346992500.075246	65100.000000	1021.889873	384441725.770599
378681089.477316	66303629.387517	601176030.074932	347364500.335744	65200.000000	1021.889535	384441853.597763
378663577.968328	66404306.722610	601819181.304704	347736496.758918	65300.000000	1021.889198	384441981.618925
378646039.895789	66504979.399388	602462325.627070	348108489.352334	65400.000000	1021.888859	384442109.834077
378628475.260955	66605647.410794	603105463.056749	348480478.123540	65500.000000	1021.888520	384442238.243207
378610884.065086	66706310.749770	603748593.608412	348852463.080061	65600.000000	1021.888181	384442366.846308
378593266.309442	66806969.409259	604391717.296683	349224444.229402	65700.000000	1021.887841	384442495.643369
378575621.995286	66907623.382205	605034834.136138	349596421.579044	65800.000000	1021.887501	384442624.634382
378557951.123882	67008272.661552	605677944.141302	349968395.136449	65900.000000	1021.887160	384442753.819338
378540253.696497	67108917.240243	606321047.326658	350340364.909058	66000.000000	1021.886818	384442883.198227
378522529.714398	67209557.111223	606964143.706637	350712330.904291	66100.000000	1021.886476	384443012.771040
378504779.178857	67310192.267438	607607233.295624	351084293.129545	66200.000000	1021.886134	384443142.537768
378487002.091144	67410822.701832	608250316.107960	351456251.592200	66300.000000	1021.885791	384443272.498401
378469198.452536	67511448.407350	608893392.157936	351828206.299610	66400.000000	1021.885447	384443402.652930
378451368.264306	67612069.376940	609536461.459798	352200157.259114	66500.000000	1021.885103	384443533.001346
378433511.527733	67712685.603546	610179524.027746	352572104.478025	66600.000000	1021.884759	384443663.543640
378415628.244096	67813297.080116	610822579.875935	352944047.963641	66700.000000	1021.884414	384443794.279801
378397718.414678	67913903.799596	611465629.018471	353315987.723234	66800.000000	1021.884068	384443925.209821
378379782.040762	68014505.754934	612108671.469418	353687923.764060	66900.000000	1021.883722	384444056.333691
378361819.123632	68115102.939078	612751707.242791	354059856.093352	67000.000000	1021.883376	384444187.651400
378343829.664576	68215695.344975	613394736.352565	354431784.718324	67100.000000	1021.883028	384444319.162940
378325813.664885	68316282.965575	614037758.812665	354803709.646169	67200.000000	1021.882681	384444450.868301
378307771.125848	68416865.793825	614680774.636976	355175630.884061	67300.000000	1021.882333	384444582.767474
378289702.048758	68517443.822675	615323783.839332	355547548.439153	67400.000000	1021.881984	384444714.860448
378271606.434911	68618017.045074	615966786.433528	355919462.318579	67500.000000	1021.881635	384444847.147216
378253484.285604	68718585.453973	616609782.433314	356291372.529451	67600.000000	1021.881285	384444979.627767
378235335.602134	68819149.042321	617252771.852394	356663279.078865	67700.000000	1021.880935	384445112.302092
378217160.385802	68919707.803068	617895754.704431	357035181.973892	67800.000000	1021.880585	384445245.170180
378198958.637912	69020261.729167	618538731.003041	357407081.221589	67900.000000	1021.880233	384445378.232024
378180730.359767	69120810.813568	619181700.761800	357778976.828989	68000.000000	1021.879882	384445511.487613
378162475.552674	69221355.049222	619824663.994240	358150868.803109	68100.000000	1021.879530	384445644.936937
378144194.217941	69321894.429082	620467620.713849	358522757.150942	68200.000000	1021.879177	384445778.579988
378125886.356878	69422428.946100	621110570.934072	358894641.879466	68300.000000	1021.878824	384445912.416754
378107551.970796	69522958.593229	621753514.668314	359266522.995637	68400.000000	1021.878470	384446046.447228
378089191.061011	69623483.363422	622396451.929932	359638400.506394	68500.000000	1021.878116	384446180.671400
378070803.628837	69724003.249632	623039382.732249	360010274.418655	68600.000000	1021.877761	384446315.089258
378052389.675592	69824518.244813	623682307.088538	360382144.739319	68700.000000	1021.877406	384446449.700795
378033949.202596	69925028.341919	624325225.012035	360754011.475267	68800.000000	1021.877050	384446584.506001
378015482.211171	70025533.533905	624968136.515932	361125874.633360	68900.000000	1021.876694	384446719.504865
377996988.702639	70126033.813726	625611041.613381	361497734.220440	69000.000000	1021.876337	384446854.697378
377978468.678326	70226529.174337	626253940.317492	361869590.243332	69100.000000	1021.875980	384446990.083530
377959922.139559	70327019.608694	626896832.641334	362241442.708840	69200.000000	1021.875622	384447125.663313
377941349.087667	70427505.109752	627539718.597936	362613291.623750	69300.000000	1021.875263	384447261.436715
377922749.523981	70527985.670469	628182598.200283	362985136.994829	69400.000000	1021.874905	384447397.403727
377904123.449834	70628461.283800	628825471.461324	363356978.828828	69500.000000	1021.874545	384447533.564340
377885470.866561	70728931.942703	629468338.393963	363728817.132475	69600.000000	1021.874185	384447669.918544
377866791.775497	70829397.640135	630111199.011068	364100651.912484	69700.000000	1021.873825	384447806.466329
377848086.177983	70929858.369055	630754053.325463	364472483.175547	69800.000000	1021.873464	384447943.207684
377829354.075358	71030314.122420	631396901.349936	364844310.928339	69900.000000	1021.873103	384448080.142601
377810595.468965	71130764.893189	632039743.097232	365216135.177518	70000.000000	1021.872741	384448217.271070
377791810.360148	71231210.674322	632682578.580057	365587955.929723	70100.000000	1021.872379	384448354.593081
377772998.750252	71331651.458776	633325407.811079	365959773.191574	70200.000000	1021.872016	384448492.108624
377754160.640626	71432087.239513	633968230.802928	366331586.969674	70300.000000	1021.871652	384448629.817688
377735296.032621	71532518.009493	634611047.568191	366703397.270607	70400.000000	1021.871288	384448767.720265
377716404.927587	71632943.761674	635253858.119419	367075204.100940	70500.000000	1021.870924	384448905.816344
377697487.326878	71733364.489020	635896662.469123	367447007.467222	70600.000000	1021.870559	384449044.105915
377678543.231851	71833780.184490	636539460.629777	367818807.375984	70700.000000	1021.870193	384449182.588969
377659572.643861	71934190.841046	637182252.613815	368190603.833739	70800.000000	1021.869827	384449321.265495
377640575.564270	72034596.451651	637825038.433632	368562396.846983	70900.000000	1021.869461	384449460.135484
377621551.994438	72134997.009266	638467818.101589	368934186.422192	71000.000000	1021.869094	384449599.198926
377602501.935729	72235392.506855	639110591.630003	369305972.565829	71100.000000	1021.868726	384449738.455811
377583425.389507	72335782.937380	639753359.031160	369677755.284336	71200.000000	1021.868358	384449877.906129
377564322.357139	72436168.293805	640396120.317303	370049534.584137	71300.000000	1021.867990	384450017.549869
377545192.839995	72536548.569094	641038875.500641	370421310.471642	71400.000000	1021.867621	384450157.387022
377526036.839445	72636923.756211	641681624.593344	370793082.953240	71500.000000	1021.867251	384450297.417577
377506854.356861	72737293.848121	642324367.607546	371164852.035306	71600.000000	1021.866881	384450437.641526
377487645.393619	72837658.837788	642967104.555342	371536617.724195	71700.000000	1021.866511	384450578.058856
377468409.951095	72938018.718179	643609835.448792	371908380.026247	71800.000000	1021.866140	384450718.669560
377449148.030666	73038373.482258	644252560.299919	372280138.947783	71900.000000	1021.865768	384450859.473626
377429859.633714	73138723.122992	644895279.120711	372651894.495108	72000.000000	1021.865396	384451000.471044
377410544.761620	73239067.633348	645537991.923116	373023646.674511	72100.000000	1021.865023	384451141.661805
377391203.415769	73339407.006292	646180698.719050	373395395.492262	72200.000000	1021.864650	384451283.045898
377371835.597546	73439741.234792	646823399.520389	373767140.954616	72300.000000	1021.864276	384451424.623313
377352441.308340	73540070.311815	647466094.338977	374138883.067809	72400.000000	1021.863902	384451566.394039
377333020.549539	73640394.230329	648108783.186620	374510621.838064	72500.000000	1021.863528	384451708.358068
377313573.322536	73740712.983303	648751466.075088	374882357.271583	72600.000000	1021.863152	384451850.515388
377294099.628724	73841026.563706	649394143.016117	375254089.374555	72700.000000	1021.862777	384451992.865990
377274599.469498	73941334.964507	650036814.021407	375625818.153149	72800.000000	1021.862401	384452135.409863
377255072.846256	74041638.178676	650679479.102623	375997543.613521	72900.000000	1021.862024	384452278.146997
377235519.760397	74141936.199182	651322138.271395	376369265.761808	73000.000000	1021.861647	384452421.077381
377215940.213321	74242229.018996	651964791.539318	376740984.604132	73100.000000	1021.861269	384452564.201006
377196334.206433	74342516.631088	652607438.917953	377112700.146598	73200.000000	1021.860891	384452707.517862
377176701.741136	74442799.028430	653250080.418826	377484412.395294	73300.000000	1021.860512	384452851.027937
377157042.818837	74543076.203994	653892716.053428	377856121.356293	73400.000000	1021.860133	384452994.731222
377137357.440947	74643348.150751	654535345.833217	378227827.035652	73500.000000	1021.859753	384453138.627706
377117645.608873	74743614.861673	655177969.769615	378599529.439410	73600.000000	1021.859373	384453282.717380
377097907.324030	74843876.329734	655820587.874012	378971228.573593	73700.000000	1021.858992	384453427.000233
377078142.587831	74944132.547907	656463200.157763	379342924.444208	73800.000000	1021.858611	384453571.476253
377058351.401692	75044383.509164	657105806.632191	379714617.057248	73900.000000	1021.858229	384453716.145432
377038533.767032	75144629.206480	657748407.308581	380086306.418689	74000.000000	1021.857847	384453861.007759
377018689.685272	75244869.632829	658391002.198189	380457992.534492	74100.000000	1021.857464	384454006.063223
376998819.157831	75345104.781186	659033591.312237	380829675.410602	74200.000000	1021.857081	384454151.311814
376978922.186135	75445334.644526	659676174.661913	381201355.052946	74300.000000	1021.856697	384454296.753521
376958998.771609	75545559.215824	660318752.258370	381573031.467440	74400.000000	1021.856312	384454442.388335
376939048.915680	75645778.488057	660961324.112733	381944704.659980	74500.000000	1021.855928	384454588.216244
376919072.619779	75745992.454200	661603890.236089	382316374.636448	74600.000000	1021.855542	384454734.237239
376899069.885336	75846201.107230	662246450.639498	382688041.402712	74700.000000	1021.855156	384454880.451308
376879040.713784	75946404.440124	662889005.333982	383059704.964622	74800.000000	1021.854770	384455026.858442
376858985.106560	76046602.445860	663531554.330533	383431365.328014	74900.000000	1021.854383	384455173.458629
376838903.065098	76146795.117416	664174097.640111	383803022.498707	75000.000000	1021.853996	384455320.251860
376818794.590840	76246982.447769	664816635.273643	384174676.482508	75100.000000	1021.853608	384455467.238124
376798659.685225	76347164.429898	665459167.242026	384546327.285206	75200.000000	1021.853219	384455614.417410
376778498.349696	76447341.056783	666101693.556122	384917974.912576	75300.000000	1021.852830	384455761.789707
376758310.585698	76547512.321403	666744214.226764	385289619.370376	75400.000000	1021.852441	384455909.355006
376738096.394677	76647678.216737	667386729.264753	385661260.664351	75500.000000	1021.852051	384456057.113295
376717855.778082	76747838.735767	668029238.680858	386032898.800230	75600.000000	1021.851661	384456205.064565
376697588.737362	76847993.871472	668671742.485816	386404533.783727	75700.000000	1021.851270	384456353.208803
376677295.273970	76948143.616833	669314240.690332	386776165.620542	75800.000000	1021.850878	384456501.546001
376656975.389360	77048287.964833	669956733.305085	387147794.316359	75900.000000	1021.850486	384456650.076147
376636629.084988	77148426.908453	670599220.340716	387519419.876846	76000.000000	1021.850094	384456798.799230
376616256.362311	77248560.440675	671241701.807840	387891042.307660	76100.000000	1021.849701	384456947.715240
376595857.222790	77348688.554482	671884177.717040	388262661.614438	76200.000000	1021.849307	384457096.824166
376575431.667885	77448811.242856	672526648.078868	388634277.802807	76300.000000	1021.848913	384457246.125997
376554979.699061	77548928.498782	673169112.903845	389005890.878377	76400.000000	1021.848519	384457395.620724
376534501.317783	77649040.315244	673811572.202464	389377500.846744	76500.000000	1021.848124	384457545.308335
376513996.525518	77749146.685225	674454025.985185	389749107.713488	76600.000000	1021.847728	384457695.188819
376493465.323735	77849247.601710	675096474.262439	390120711.484177	76700.000000	1021.847332	384457845.262165
376472907.713905	77949343.057685	675738917.044628	390492312.164363	76800.000000	1021.846935	384457995.528364
376452323.697502	78049433.046134	676381354.342121	390863909.759584	76900.000000	1021.846538	384458145.987403
376431713.275999	78149517.560045	677023786.165262	391235504.275363	77000.000000	1021.846141	384458296.639273
376411076.450873	78249596.592402	677666212.524362	391607095.717209	77100.000000	1021.845743	384458447.483963
376390413.223604	78349670.136193	678308633.429702	391978684.090617	77200.000000	1021.845344	384458598.521461
376369723.595672	78449738.184405	678951048.891536	392350269.401068	77300.000000	1021.844945	384458749.751757
376349007.568558	78549800.730026	679593458.920088	392721851.654028	77400.000000	1021.844545	384458901.174840
376328265.143748	78649857.766043	680235863.525551	393093430.854949	77500.000000	1021.844145	384459052.790700
376307496.322727	78749909.285445	680878262.718091	393465007.009270	77600.000000	1021.843745	384459204.599324
376286701.106983	78849955.281220	681520656.507844	393836580.122414	77700.000000	1021.843344	384459356.600703
376265879.498007	78949995.746359	682163044.904918	394208150.199792	77800.000000	1021.842942	384459508.794826
376245031.497290	79050030.673849	682805427.919391	394579717.246799	77900.000000	1021.842540	384459661.181682
376224157.106326	79150060.056683	683447805.561314	394951281.268819	78000.000000	1021.842137	384459813.761259
376203256.326610	79250083.887849	684090177.840708	395322842.271219	78100.000000	1021.841734	384459966.533547
376182329.159640	79350102.160339	684732544.767567	395694400.259354	78200.000000	1021.841330	384460119.498535
376161375.606915	79450114.867144	685374906.351855	396065955.238564	78300.000000	1021.840926	384460272.656212
376140395.669936	79550122.001256	686017262.603510	396437507.214177	78400.000000	1021.840521	384460426.006567
376119389.350207	79650123.555666	686659613.532439	396809056.191507	78500.000000	1021.840116	384460579.549589
376098356.649233	79750119.523368	687301959.148523	397180602.175852	78600.000000	1021.839710	384460733.285267
376077297.568520	79850109.897354	687944299.461617	397552145.172500	78700.000000	1021.839304	384460887.213590
376056212.109577	79950094.670617	688586634.481544	397923685.186722	78800.000000	1021.838898	384461041.334547
376035100.273915	80050073.836152	689228964.218101	398295222.223778	78900.000000	1021.838490	384461195.648126
376013962.063046	80150047.386953	689871288.681060	398666756.288913	79000.000000	1021.838083	384461350.154318
375992797.478486	80250015.316014	690513607.880163	399038287.387359	79100.000000	1021.837674	384461504.853110
375971606.521749	80349977.616329	691155921.825125	399409815.524335	79200.000000	1021.837266	384461659.744492
375950389.194355	80449934.280896	691798230.525633	399781340.705048	79300.000000	1021.836856	384461814.828452
375929145.497823	80549885.302709	692440533.991350	400152862.934689	79400.000000	1021.836447	384461970.104981
375907875.433676	80649830.674764	693082832.231908	400524382.218436	79500.000000	1021.836036	384462125.574065
375886579.003437	80749770.390060	693725125.256915	400895898.561456	79600.000000	1021.835625	384462281.235694
375865256.208632	80849704.441591	694367413.075950	401267411.968902	79700.000000	1021.835214	384462437.089858
375843907.050789	80949632.822357	695009695.698568	401638922.445912	79800.000000	1021.834802	384462593.136545
375822531.531437	81049555.525355	695651973.134296	402010429.997614	79900.000000	1021.834390	384462749.375743
375801129.652108	81149472.543584	696294245.392633	402381934.629121	80000.000000	1021.833977	384462905.807442
375779701.414334	81249383.870042	696936512.483054	402753436.345533	80100.000000	1021.833564	384463062.431630
375758246.819652	81349289.497729	697578774.415007	403124935.151937	80200.000000	1021.833150	384463219.248296
375736765.869597	81449189.419644	698221031.197911	403496431.053408	80300.000000	1021.832736	384463376.257429
375715258.565711	81549083.628787	698863282.841165	403867924.055008	80400.000000	1021.832321	384463533.459018
375693724.909531	81648972.118159	699505529.354136	404239414.161786	80500.000000	1021.831905	384463690.853051
375672164.902603	81748854.880761	700147770.746168	404610901.378778	80600.000000	1021.831490	384463848.439517
375650578.546470	81848731.909595	700790007.026579	404982385.711007	80700.000000	1021.831073	384464006.218406
375628965.842678	81948603.197661	701432238.204661	405353867.163484	80800.000000	1021.830656	384464164.189704
375607326.792777	82048468.737963	702074464.289680	405725345.741206	80900.000000	1021.830239	384464322.353402
375585661.398315	82148328.523502	702716685.290878	406096821.449161	81000.000000	1021.829821	384464480.709487
375563969.660847	82248182.547283	703358901.217469	406468294.292319	81100.000000	1021.829403	384464639.257949
375542251.581924	82348030.802309	704001112.078643	406839764.275642	81200.000000	1021.828984	384464797.998776
375520507.163105	82447873.281583	704643317.883566	407211231.404077	81300.000000	1021.828564	384464956.931957
375498736.405945	82547709.978109	705285518.641378	407582695.682560	81400.000000	1021.828144	384465116.057480
375476939.312005	82647540.884894	705927714.361192	407954157.116013	81500.000000	1021.827724	384465275.375334
375455115.882846	82747365.994942	706569905.052100	408325615.709347	81600.000000	1021.827303	384465434.885507
375433266.120033	82847185.301258	707212090.723166	408697071.467461	81700.000000	1021.826882	384465594.587990
375411390.025129	82946998.796849	707854271.383429	409068524.395241	81800.000000	1021.826460	384465754.482768
375389487.599703	83046806.474722	708496447.041906	409439974.497560	81900.000000	1021.826037	384465914.569832
375367558.845323	83146608.327883	709138617.707587	409811421.779278	82000.000000	1021.825614	384466074.849170
375345603.763560	83246404.349340	709780783.389438	410182866.245247	82100.000000	1021.825191	384466235.320770
375323622.355988	83346194.532100	710422944.096402	410554307.900303	82200.000000	1021.824767	384466395.984621
375301614.624181	83445978.869173	711065099.837398	410925746.749271	82300.000000	1021.824342	384466556.840711
375279580.569715	83545757.353566	711707250.621317	411297182.796964	82400.000000	1021.823917	384466717.889028
375257520.194169	83645529.978288	712349396.457031	411668616.048184	82500.000000	1021.823492	384466879.129562
375235433.499123	83745296.736351	712991537.353382	412040046.507718	82600.000000	1021.823066	384467040.562301
375213320.486160	83845057.620762	713633673.319195	412411474.180345	82700.000000	1021.822639	384467202.187233
375191181.156864	83944812.624534	714275804.363265	412782899.070830	82800.000000	1021.822212	384467364.004347
375169015.512820	84044561.740677	714917930.494367	413154321.183924	82900.000000	1021.821785	384467526.013630
375146823.555617	84144304.962201	715560051.721250	413525740.524372	83000.000000	1021.821357	384467688.215072
375124605.286845	84244042.282120	716202168.052642	413897157.096901	83100.000000	1021.820928	384467850.608660
375102360.708095	84343773.693445	716844279.497244	414268570.906230	83200.000000	1021.820499	384468013.194384
375080089.820960	84443499.189189	717486386.063737	414639981.957065	83300.000000	1021.820069	384468175.972231
375057792.627036	84543218.762366	718128487.760777	415011390.254101	83400.000000	1021.819639	384468338.942189
375035469.127921	84642932.405987	718770584.596997	415382795.802020	83500.000000	1021.819209	384468502.104248
375013119.325213	84742640.113069	719412676.581007	415754198.605494	83600.000000	1021.818778	384468665.458395
374990743.220513	84842341.876624	720054763.721392	416125598.669183	83700.000000	1021.818346	384468829.004619
374968340.815425	84942037.689668	720696846.026718	416496995.997734	83800.000000	1021.817914	384468992.742908
374945912.111553	85041727.545217	721338923.505525	416868390.595785	83900.000000	1021.817481	384469156.673249
374923457.110505	85141411.436286	721980996.166331	417239782.467960	84000.000000	1021.817048	384469320.795633
374900975.813888	85241089.355891	722623064.017631	417611171.618875	84100.000000	1021.816615	384469485.110047
374878468.223313	85340761.297049	723265127.067898	417982558.053130	84200.000000	1021.816180	384469649.616478
374855934.340392	85440427.252777	723907185.325581	418353941.775317	84300.000000	1021.815746	384469814.314915
374833374.166740	85540087.216093	724549238.799108	418725322.790015	84400.000000	1021.815311	384469979.205347
374810787.703973	85639741.180015	725191287.496883	419096701.101795	84500.000000	1021.814875	384470144.287762
374788174.953709	85739389.137560	725833331.427291	419468076.715211	84600.000000	1021.814439	384470309.562148
374765535.917567	85839031.081749	726475370.598690	419839449.634811	84700.000000	1021.814002	384470475.028492
374742870.597169	85938667.005600	727117405.019420	420210819.865130	84800.000000	1021.813565	384470640.686784
374720178.994139	86038296.902133	727759434.697796	420582187.410691	84900.000000	1021.813127	384470806.537010
374697461.110102	86137920.764369	728401459.642113	420953552.276006	85000.000000	1021.812689	384470972.579160
374674716.946686	86237538.585328	729043479.860642	421324914.465578	85100.000000	1021.812251	384471138.813221
374651946.505520	86337150.358032	729685495.361634	421696273.983897	85200.000000	1021.811811	384471305.239182
374629149.788235	86436756.075501	730327506.153319	422067630.835442	85300.000000	1021.811372	384471471.857031
374606326.796464	86536355.730758	730969512.243901	422438985.024682	85400.000000	1021.810932	384471638.666755
374583477.531842	86635949.316826	731611513.641566	422810336.556075	85500.000000	1021.810491	384471805.668343
374560601.996006	86735536.826727	732253510.354479	423181685.434067	85600.000000	1021.810050	384471972.861782
374537700.190594	86835118.253485	732895502.390781	423553031.663094	85700.000000	1021.809608	384472140.247062
374514772.117248	86934693.590124	733537489.758593	423924375.247582	85800.000000	1021.809166	384472307.824169
374491817.777608	87034262.829668	734179472.466015	424295716.191944	85900.000000	1021.808723	384472475.593092
374468837.173320	87133825.965142	734821450.521124	424667054.500584	86000.000000	1021.808280	384472643.553819
374445830.306029	87233382.989571	735463423.931978	425038390.177895	86100.000000	1021.807836	384472811.706337
374422797.177384	87332933.895981	736105392.706613	425409723.228259	86200.000000	1021.807392	384472980.050635
374399737.789035	87432478.677397	736747356.853043	425781053.656048	86300.000000	1021.806947	384473148.586701
