Moon x	Moon y	Apollo x	Apollo y	t	vmag	r
384348163.984392	6336115.132219	219438493.945461	126694801.499003	6200.000000	1021.998978	384400386.983601
384346478.272891	6438301.124917	220093241.238391	127072886.459251	6300.000000	1021.998946	384400399.430267
384344765.590427	6540486.665816	220747934.135502	127450941.261901	6400.000000	1021.998912	384400412.073903
384343025.937125	6642671.747747	221402572.952050	127828966.095079	6500.000000	1021.998878	384400424.914507
384341259.313108	6744856.363537	222057158.000487	128206961.145304	6600.000000	1021.998844	384400437.952079
384339465.718503	6847040.506017	222711689.590502	128584926.597506	6700.000000	1021.998809	384400451.186618
384337645.153440	6949224.168016	223366168.029054	128962862.635044	6800.000000	1021.998774	384400464.618123
384335797.618048	7051407.342364	224020593.620401	129340769.439725	6900.000000	1021.998738	384400478.246593
384333923.112460	7153590.021889	224674966.666139	129718647.191822	7000.000000	1021.998701	384400492.072026
384332021.636811	7255772.199422	225329287.465229	130096496.070095	7100.000000	1021.998664	384400506.094422
384330093.191237	7357953.867791	225983556.314033	130474316.251804	7200.000000	1021.998626	384400520.313781
384328137.775876	7460135.019828	226637773.506341	130852107.912731	7300.000000	1021.998588	384400534.730100
384326155.390868	7562315.648361	227291939.333406	131229871.227196	7400.000000	1021.998550	384400549.343379
384324146.036356	7664495.746219	227946054.083975	131607606.368073	7500.000000	1021.998511	384400564.153616
384322109.712485	7766675.306234	228600118.044315	131985313.506806	7600.000000	1021.998471	384400579.160812
384320046.419399	7868854.321234	229254131.498244	132362992.813431	7700.000000	1021.998431	384400594.364965
384317956.157247	7971032.784049	229908094.727165	132740644.456584	7800.000000	1021.998390	384400609.766072
384315838.926179	8073210.687509	230562008.010086	133118268.603523	7900.000000	1021.998349	384400625.364134
384313694.726346	8175388.024445	231215871.623657	133495865.420143	8000.000000	1021.998308	384400641.159149
384311523.557903	8277564.787685	231869685.842193	133873435.070991	8100.000000	1021.998265	384400657.151117
384309325.421005	8379740.970060	232523450.937703	134250977.719278	8200.000000	1021.998223	384400673.340036
384307100.315809	8481916.564401	233177167.179918	134628493.526899	8300.000000	1021.998179	384400689.725904
384304848.242477	8584091.563536	233830834.836316	135005982.654448	8400.000000	1021.998136	384400706.308722
384302569.201168	8686265.960297	234484454.172150	135383445.261225	8500.000000	1021.998091	384400723.088487
384300263.192046	8788439.747512	235138025.450475	135760881.505262	8600.000000	1021.998046	384400740.065198
384297930.215277	8890612.918014	235791548.932170	136138291.543327	8700.000000	1021.998001	384400757.238854
384295570.271029	8992785.464631	236445024.875968	136515675.530943	8800.000000	1021.997955	384400774.609454
384293183.359470	9094957.380194	237098453.538476	136893033.622402	8900.000000	1021.997909	384400792.176997
384290769.480771	9197128.657533	237751835.174207	137270365.970775	9000.000000	1021.997862	384400809.941481
384288328.635107	9299299.289480	238405170.035595	137647672.727930	9100.000000	1021.997815	384400827.902906
384285860.822651	9401469.268863	239058458.373026	138024954.044542	9200.000000	1021.997767	384400846.061269
384283366.043580	9503638.588514	239711700.434862	138402210.070105	9300.000000	1021.997718	384400864.416569
384280844.298074	9605807.241264	240364896.467457	138779440.952949	9400.000000	1021.997669	384400882.968805
384278295.586314	9707975.219942	241018046.715189	139156646.840249	9500.000000	1021.997620	384400901.717977
384275719.908483	9810142.517379	241671151.420477	139533827.878037	9600.000000	1021.997570	384400920.664082
384273117.264764	9912309.126407	242324210.823804	139910984.211218	9700.000000	1021.997519	384400939.807119
384270487.655345	10014475.039856	242977225.163744	140288115.983577	9800.000000	1021.997468	384400959.147087
384267831.080414	10116640.250556	243630194.676975	140665223.337796	9900.000000	1021.997417	384400978.683985
384265147.540163	10218804.751339	244283119.598309	141042306.415459	10000.000000	1021.997365	384400998.417810
384262437.034782	10320968.535036	244936000.160710	141419365.357072	10100.000000	1021.997312	384401018.348562
384259699.564468	10423131.594476	245588836.595312	141796400.302066	10200.000000	1021.997259	384401038.476239
384256935.129415	10525293.922492	246241629.131445	142173411.388813	10300.000000	1021.997205	384401058.800839
384254143.729823	10627455.511915	246894377.996652	142550398.754637	10400.000000	1021.997151	384401079.322363
384251325.365892	10729616.355575	247547083.416709	142927362.535820	10500.000000	1021.997096	384401100.040807
384248480.037823	10831776.446303	248199745.615646	143304302.867619	10600.000000	1021.997041	384401120.956170
384245607.745821	10933935.776932	248852364.815767	143681219.884274	10700.000000	1021.996985	384401142.068451
384242708.490091	11036094.340292	249504941.237669	144058113.719015	10800.000000	1021.996929	384401163.377648
384239782.270843	11138252.129214	250157475.100260	144434984.504076	10900.000000	1021.996872	384401184.883760
384236829.088285	11240409.136530	250809966.620777	144811832.370706	11000.000000	1021.996815	384401206.586785
384233848.942629	11342565.355072	251462416.014809	145188657.449174	11100.000000	1021.996757	384401228.486722
384230841.834089	11444720.777671	252114823.496311	145565459.868782	11200.000000	1021.996699	384401250.583569
384227807.762881	11546875.397158	252767189.277622	145942239.757875	11300.000000	1021.996640	384401272.877324
384224746.729223	11649029.206365	253419513.569487	146318997.243849	11400.000000	1021.996581	384401295.367987
384221658.733333	11751182.198124	254071796.581070	146695732.453160	11500.000000	1021.996521	384401318.055554
384218543.775433	11853334.365267	254724038.519975	147072445.511335	11600.000000	1021.996460	384401340.940025
384215401.855748	11955485.700625	255376239.592258	147449136.542977	11700.000000	1021.996399	384401364.021399
384212232.974501	12057636.197030	256028400.002452	147825805.671781	11800.000000	1021.996338	384401387.299672
384209037.131921	12159785.847315	256680519.953574	148202453.020534	11900.000000	1021.996276	384401410.774844
384205814.328237	12261934.644311	257332599.647151	148579078.711129	12000.000000	1021.996214	384401434.446913
384202564.563679	12364082.580850	257984639.283228	148955682.864574	12100.000000	1021.996151	384401458.315878
384199287.838481	12466229.649765	258636639.060392	149332265.600998	12200.000000	1021.996087	384401482.381737
384195984.152877	12568375.843887	259288599.175778	149708827.039657	12300.000000	1021.996023	384401506.644486
384192653.507106	12670521.156049	259940519.825095	150085367.298950	12400.000000	1021.995958	384401531.104127
384189295.901405	12772665.579083	260592401.202634	150461886.496417	12500.000000	1021.995893	384401555.760656
384185911.336015	12874809.105822	261244243.501288	150838384.748755	12600.000000	1021.995828	384401580.614071
384182499.811180	12976951.729098	261896046.912563	151214862.171820	12700.000000	1021.995762	384401605.664371
384179061.327143	13079093.441744	262547811.626595	151591318.880639	12800.000000	1021.995695	384401630.911554
384175595.884152	13181234.236592	263199537.832165	151967754.989414	12900.000000	1021.995628	384401656.355618
384172103.482454	13283374.106475	263851225.716712	152344170.611533	13000.000000	1021.995560	384401681.996562
384168584.122301	13385513.044225	264502875.466348	152720565.859571	13100.000000	1021.995492	384401707.834383
384165037.803944	13487651.042676	265154487.265875	153096940.845307	13200.000000	1021.995423	384401733.869080
384161464.527639	13589788.094660	265806061.298790	153473295.679720	13300.000000	1021.995354	384401760.100651
384157864.293641	13691924.193011	266457597.747311	153849630.473005	13400.000000	1021.995284	384401786.529093
384154237.102209	13794059.330560	267109096.792379	154225945.334573	13500.000000	1021.995214	384401813.154406
384150582.953602	13896193.500143	267760558.613681	154602240.373065	13600.000000	1021.995143	384401839.976587
384146901.848083	13998326.694590	268411983.389655	154978515.696351	13700.000000	1021.995072	384401866.995634
384143193.785916	14100458.906737	269063371.297508	155354771.411540	13800.000000	1021.995000	384401894.211546
384139458.767366	14202590.129415	269714722.513229	155731007.624990	13900.000000	1021.994928	384401921.624319
384135696.792702	14304720.355459	270366037.211598	156107224.442306	14000.000000	1021.994855	384401949.233953
384131907.862194	14406849.577702	271017315.566201	156483421.968356	14100.000000	1021.994781	384401977.040446
384128091.976112	14508977.788978	271668557.749443	156859600.307269	14200.000000	1021.994708	384402005.043795
384124249.134732	14611104.982119	272319763.932559	157235759.562445	14300.000000	1021.994633	384402033.243998
384120379.338327	14713231.149961	272970934.285624	157611899.836561	14400.000000	1021.994558	384402061.641054
384116482.587177	14815356.285336	273622068.977570	157988021.231576	14500.000000	1021.994483	384402090.234960
384112558.881559	14917480.381078	274273168.176192	158364123.848736	14600.000000	1021.994407	384402119.025714
384108608.221757	15019603.430021	274924232.048165	158740207.788582	14700.000000	1021.994330	384402148.013315
384104630.608053	15121725.425000	275575260.759051	159116273.150955	14800.000000	1021.994253	384402177.197760
384100626.040732	15223846.358848	276226254.473310	159492320.034999	14900.000000	1021.994176	384402206.579046
384096594.520081	15325966.224400	276877213.354317	159868348.539169	15000.000000	1021.994097	384402236.157173
384092536.046390	15428085.014490	277528137.564364	160244358.761238	15100.000000	1021.994019	384402265.932137
384088450.619950	15530202.721951	278179027.264681	160620350.798298	15200.000000	1021.993940	384402295.903938
384084338.241053	15632319.339619	278829882.615436	160996324.746767	15300.000000	1021.993860	384402326.072571
384080198.909995	15734434.860328	279480703.775755	161372280.702396	15400.000000	1021.993780	384402356.438036
384076032.627072	15836549.276912	280131490.903724	161748218.760272	15500.000000	1021.993699	384402387.000331
384071839.392584	15938662.582207	280782244.156408	162124139.014825	15600.000000	1021.993618	384402417.759452
384067619.206831	16040774.769047	281432963.689853	162500041.559830	15700.000000	1021.993536	384402448.715398
384063372.070115	16142885.830266	282083649.659100	162875926.488414	15800.000000	1021.993454	384402479.868167
384059097.982741	16244995.758699	282734302.218195	163251793.893061	15900.000000	1021.993371	384402511.217756
384054796.945017	16347104.547183	283384921.520198	163627643.865616	16000.000000	1021.993288	384402542.764164
384050468.957249	16449212.188550	284035507.717191	164003476.497289	16100.000000	1021.993204	384402574.507387
384046114.019750	16551318.675638	284686060.960290	164379291.878662	16200.000000	1021.993120	384402606.447424
384041732.132829	16653424.001281	285336581.399653	164755090.099690	16300.000000	1021.993035	384402638.584272
384037323.296803	16755528.158314	285987069.184490	165130871.249709	16400.000000	1021.992950	384402670.917928
384032887.511987	16857631.139572	286637524.463071	165506635.417440	16500.000000	1021.992864	384402703.448392
384028424.778699	16959732.937892	287287947.382733	165882382.690989	16600.000000	1021.992778	384402736.175660
384023935.097260	17061833.546109	287938338.089895	166258113.157859	16700.000000	1021.992691	384402769.099730
384019418.467992	17163932.957058	288588696.730061	166633826.904946	16800.000000	1021.992603	384402802.220599
384014874.891217	17266031.163575	289239023.447828	167009524.018549	16900.000000	1021.992515	384402835.538265
384010304.367263	17368128.158497	289889318.386901	167385204.584373	17000.000000	1021.992427	384402869.052727
384005706.896456	17470223.934658	290539581.690095	167760868.687531	17100.000000	1021.992338	384402902.763981
384001082.479128	17572318.484896	291189813.499346	168136516.412550	17200.000000	1021.992248	384402936.672024
383996431.115609	17674411.802046	291840013.955717	168512147.843375	17300.000000	1021.992158	384402970.776856
383991752.806232	17776503.878944	292490183.199409	168887763.063373	17400.000000	1021.992068	384403005.078473
383987047.551333	17878594.708427	293140321.369767	169263362.155333	17500.000000	1021.991977	384403039.576872
383982315.351251	17980684.283332	293790428.605287	169638945.201478	17600.000000	1021.991885	384403074.272052
383977556.206323	18082772.596493	294440505.043627	170014512.283461	17700.000000	1021.991793	384403109.164009
383972770.116893	18184859.640749	295090550.821610	170390063.482372	17800.000000	1021.991701	384403144.252741
383967957.083301	18286945.408937	295740566.075235	170765598.878742	17900.000000	1021.991607	384403179.538247
383963117.105895	18389029.893891	296390550.939683	171141118.552547	18000.000000	1021.991514	384403215.020522
383958250.185020	18491113.088451	297040505.549324	171516622.583209	18100.000000	1021.991420	384403250.699565
383953356.321027	18593194.985451	297690430.037725	171892111.049603	18200.000000	1021.991325	384403286.575373
383948435.514265	18695275.577731	298340324.537656	172267584.030058	18300.000000	1021.991230	384403322.647943
383943487.765087	18797354.858126	298990189.181098	172643041.602364	18400.000000	1021.991134	384403358.917274
383938513.073850	18899432.819475	299640024.099249	173018483.843768	18500.000000	1021.991038	384403395.383361
383933511.440909	19001509.454614	300289829.422530	173393910.830988	18600.000000	1021.990941	384403432.046204
383928482.866623	19103584.756381	300939605.280596	173769322.640208	18700.000000	1021.990844	384403468.905798
383923427.351353	19205658.717613	301589351.802335	174144719.347083	18800.000000	1021.990746	384403505.962142
383918344.895460	19307731.331149	302239069.115882	174520101.026747	18900.000000	1021.990648	384403543.215233
383913235.499311	19409802.589825	302888757.348622	174895467.753810	19000.000000	1021.990549	384403580.665067
383908099.163270	19511872.486480	303538416.627194	175270819.602366	19100.000000	1021.990449	384403618.311644
383902935.887707	19613941.013952	304188047.077501	175646156.645993	19200.000000	1021.990349	384403656.154958
383897745.672991	19716008.165079	304837648.824716	176021478.957759	19300.000000	1021.990249	384403694.195009
383892528.519495	19818073.932699	305487221.993284	176396786.610223	19400.000000	1021.990148	384403732.431793
383887284.427594	19920138.309650	306136766.706933	176772079.675438	19500.000000	1021.990047	384403770.865308
383882013.397662	20022201.288771	306786283.088677	177147358.224958	19600.000000	1021.989945	384403809.495550
383876715.430079	20124262.862901	307435771.260822	177522622.329836	19700.000000	1021.989842	384403848.322517
383871390.525223	20226323.024876	308085231.344971	177897872.060629	19800.000000	1021.989739	384403887.346207
383866038.683478	20328381.767538	308734663.462032	178273107.487403	19900.000000	1021.989636	384403926.566616
383860659.905226	20430439.083723	309384067.732222	178648328.679734	20000.000000	1021.989532	384403965.983742
383855254.190854	20532494.966272	310033444.275072	179023535.706709	20100.000000	1021.989427	384404005.597581
383849821.540749	20634549.408023	310682793.209432	179398728.636935	20200.000000	1021.989322	384404045.408131
383844361.955300	20736602.401816	311332114.653481	179773907.538536	20300.000000	1021.989216	384404085.415390
383838875.434899	20838653.940489	311981408.724723	180149072.479159	20400.000000	1021.989110	384404125.619353
383833361.979940	20940704.016881	312630675.540001	180524223.525976	20500.000000	1021.989004	384404166.020019
383827821.590818	21042752.623834	313279915.215499	180899360.745688	20600.000000	1021.988897	384404206.617385
383822254.267931	21144799.754185	313929127.866745	181274484.204526	20700.000000	1021.988789	384404247.411447
383816660.011677	21246845.400775	314578313.608618	181649593.968254	20800.000000	1021.988681	384404288.402202
383811038.822458	21348889.556443	315227472.555352	182024690.102175	20900.000000	1021.988572	384404329.589649
383805390.700676	21450932.214029	315876604.820542	182399772.671129	21000.000000	1021.988463	384404370.973783
383799715.646738	21552973.366374	316525710.517148	182774841.739501	21100.000000	1021.988353	384404412.554602
383794013.661049	21655013.006317	317174789.757499	183149897.371220	21200.000000	1021.988243	384404454.332102
383788284.744019	21757051.126699	317823842.653299	183524939.629761	21300.000000	1021.988132	384404496.306281
383782528.896058	21859087.720360	318472869.315629	183899968.578153	21400.000000	1021.988021	384404538.477136
383776746.117580	21961122.780140	319121869.854954	184274984.278976	21500.000000	1021.987909	384404580.844664
383770936.408999	22063156.298881	319770844.381129	184649986.794367	21600.000000	1021.987796	384404623.408861
383765099.770731	22165188.269422	320419793.003397	185024976.186021	21700.000000	1021.987684	384404666.169725
383759236.203196	22267218.684605	321068715.830398	185399952.515197	21800.000000	1021.987570	384404709.127253
383753345.706813	22369247.537270	321717612.970175	185774915.842717	21900.000000	1021.987456	384404752.281441
383747428.282005	22471274.820259	322366484.530173	186149866.228968	22000.000000	1021.987342	384404795.632287
383741483.929196	22573300.526412	323015330.617247	186524803.733910	22100.000000	1021.987227	384404839.179786
383735512.648814	22675324.648571	323664151.337664	186899728.417072	22200.000000	1021.987111	384404882.923937
383729514.441285	22777347.179578	324312946.797107	187274640.337562	22300.000000	1021.986995	384404926.864736
383723489.307040	22879368.112273	324961717.100681	187649539.554062	22400.000000	1021.986879	384404971.002180
383717437.246511	22981387.439499	325610462.352915	188024426.124836	22500.000000	1021.986762	384405015.336265
383711358.260132	23083405.154098	326259182.657766	188399300.107730	22600.000000	1021.986644	384405059.866989
383705252.348339	23185421.248910	326907878.118625	188774161.560177	22700.000000	1021.986526	384405104.594348
383699119.511570	23287435.716779	327556548.838316	189149010.539197	22800.000000	1021.986408	384405149.518340
383692959.750265	23389448.550545	328205194.919105	189523847.101401	22900.000000	1021.986289	384405194.638960
383686773.064865	23491459.743052	328853816.462699	189898671.302992	23000.000000	1021.986169	384405239.956206
383680559.455814	23593469.287142	329502413.570254	190273483.199772	23100.000000	1021.986049	384405285.470075
383674318.923557	23695477.175658	330150986.342375	190648282.847140	23200.000000	1021.985928	384405331.180562
383668051.468543	23797483.401441	330799534.879121	191023070.300094	23300.000000	1021.985807	384405377.087666
383661757.091220	23899487.957335	331448059.280008	191397845.613238	23400.000000	1021.985685	384405423.191382
383655435.792040	24001490.836182	332096559.644016	191772608.840783	23500.000000	1021.985563	384405469.491707
383649087.571457	24103492.030826	332745036.069583	192147360.036545	23600.000000	1021.985441	384405515.988639
383642712.429925	24205491.534110	333393488.654620	192522099.253956	23700.000000	1021.985317	384405562.682173
383636310.367902	24307489.338876	334041917.496505	192896826.546058	23800.000000	1021.985194	384405609.572307
383629881.385846	24409485.437969	334690322.692092	193271541.965511	23900.000000	1021.985069	384405656.659036
383623425.484218	24511479.824231	335338704.337712	193646245.564593	24000.000000	1021.984944	384405703.942358
383616942.663483	24613472.490507	335987062.529175	194020937.395206	24100.000000	1021.984819	384405751.422268
383610432.924104	24715463.429640	336635397.361776	194395617.508873	24200.000000	1021.984693	384405799.098765
383603896.266548	24817452.634473	337283708.930296	194770285.956745	24300.000000	1021.984567	384405846.971844
383597332.691284	24919440.097852	337931997.329006	195144942.789601	24400.000000	1021.984440	384405895.041502
383590742.198783	25021425.812620	338580262.651669	195519588.057853	24500.000000	1021.984313	384405943.307735
383584124.789518	25123409.771621	339228504.991543	195894221.811544	24600.000000	1021.984185	384405991.770541
383577480.463962	25225391.967699	339876724.441387	196268844.100357	24700.000000	1021.984056	384406040.429915
383570809.222592	25327372.393701	340524921.093460	196643454.973612	24800.000000	1021.983927	384406089.285853
383564111.065888	25429351.042469	341173095.039525	197018054.480271	24900.000000	1021.983798	384406138.338354
383557385.994328	25531327.906848	341821246.370853	197392642.668939	25000.000000	1021.983668	384406187.587412
383550634.008395	25633302.979685	342469375.178226	197767219.587869	25100.000000	1021.983537	384406237.033025
383543855.108574	25735276.253823	343117481.551937	198141785.284961	25200.000000	1021.983406	384406286.675189
383537049.295351	25837247.722108	343765565.581796	198516339.807768	25300.000000	1021.983275	384406336.513900
383530216.569213	25939217.377386	344413627.357132	198890883.203496	25400.000000	1021.983143	384406386.549156
383523356.930651	26041185.212501	345061666.966795	199265415.519007	25500.000000	1021.983010	384406436.780951
383516470.380156	26143151.220299	345709684.499157	199639936.800823	25600.000000	1021.982877	384406487.209282
383509556.918222	26245115.393627	346357680.042118	200014447.095124	25700.000000	1021.982743	384406537.834147
383502616.545345	26347077.725329	347005653.683109	200388946.447758	25800.000000	1021.982609	384406588.655542
383495649.262023	26449038.208253	347653605.509091	200763434.904237	25900.000000	1021.982475	384406639.673461
383488655.068756	26550996.835243	348301535.606558	201137912.509739	26000.000000	1021.982339	384406690.887903
383481633.966044	26652953.599147	348949444.061545	201512379.309117	26100.000000	1021.982204	384406742.298864
383474585.954391	26754908.492811	349597330.959623	201886835.346895	26200.000000	1021.982068	384406793.906339
383467511.034303	26856861.509082	350245196.385907	202261280.667273	26300.000000	1021.981931	384406845.710325
383460409.206287	26958812.640805	350893040.425056	202635715.314130	26400.000000	1021.981794	384406897.710818
383453280.470853	27060761.880828	351540863.161276	203010139.331024	26500.000000	1021.981656	384406949.907815
383446124.828511	27162709.221999	352188664.678324	203384552.761198	26600.000000	1021.981518	384407002.301312
383438942.279774	27264654.657163	352836445.059507	203758955.647580	26700.000000	1021.981379	384407054.891305
383431732.825159	27366598.179169	353484204.387688	204133348.032783	26800.000000	1021.981239	384407107.677790
383424496.465181	27468539.780864	354131942.745286	204507729.959113	26900.000000	1021.981100	384407160.660764
383417233.200359	27570479.455095	354779660.214280	204882101.468569	27000.000000	1021.980959	384407213.840222
383409943.031214	27672417.194711	355427356.876210	205256462.602842	27100.000000	1021.980818	384407267.216161
383402625.958270	27774352.992558	356075032.812182	205630813.403322	27200.000000	1021.980677	384407320.788578
383395281.982050	27876286.841485	356722688.102865	206005153.911100	27300.000000	1021.980535	384407374.557467
383387911.103082	27978218.734340	357370322.828499	206379484.166967	27400.000000	1021.980393	384407428.522826
383380513.321894	28080148.663972	358017937.068894	206753804.211418	27500.000000	1021.980250	384407482.684650
383373088.639016	28182076.623228	358665530.903436	207128114.084656	27600.000000	1021.980106	384407537.042936
383365637.054981	28284002.604958	359313104.411082	207502413.826594	27700.000000	1021.979962	384407591.597680
383358158.570323	28385926.602010	359960657.670370	207876703.476853	27800.000000	1021.979818	384407646.348877
383350653.185578	28487848.607233	360608190.759419	208250983.074771	27900.000000	1021.979673	384407701.296524
383343120.901285	28589768.613477	361255703.755926	208625252.659401	28000.000000	1021.979527	384407756.440618
383335561.717983	28691686.613589	361903196.737177	208999512.269513	28100.000000	1021.979381	384407811.781153
383327975.636216	28793602.600420	362550669.780044	209373761.943599	28200.000000	1021.979234	384407867.318126
383320362.656526	28895516.566819	363198122.960984	209748001.719874	28300.000000	1021.979087	384407923.051534
383312722.779459	28997428.505636	363845556.356052	210122231.636277	28400.000000	1021.978940	384407978.981371
383305056.005564	29099338.409720	364492970.040890	210496451.730476	28500.000000	1021.978792	384408035.107634
383297362.335390	29201246.271922	365140364.090739	210870662.039867	28600.000000	1021.978643	384408091.430319
383289641.769489	29303152.085091	365787738.580437	211244862.601580	28700.000000	1021.978494	384408147.949423
383281894.308415	29405055.842078	366435093.584422	211619053.452477	28800.000000	1021.978344	384408204.664940
383274119.952722	29506957.535733	367082429.176733	211993234.629159	28900.000000	1021.978194	384408261.576867
383266318.702969	29608857.158906	367729745.431012	212367406.167964	29000.000000	1021.978043	384408318.685200
383258490.559715	29710754.704449	368377042.420511	212741568.104970	29100.000000	1021.977892	384408375.989935
383250635.523521	29812650.165213	369024320.218088	213115720.476002	29200.000000	1021.977740	384408433.491067
383242753.594950	29914543.534047	369671578.896211	213489863.316626	29300.000000	1021.977588	384408491.188593
383234844.774569	30016434.803804	370318818.526959	213863996.662158	29400.000000	1021.977435	384408549.082508
383226909.062942	30118323.967335	370966039.182030	214238120.547664	29500.000000	1021.977282	384408607.172808
383218946.460641	30220211.017491	371613240.932734	214612235.007960	29600.000000	1021.977128	384408665.459489
383210956.968235	30322095.947124	372260423.850002	214986340.077619	29700.000000	1021.976973	384408723.942547
383202940.586298	30423978.749086	372907588.004386	215360435.790967	29800.000000	1021.976819	384408782.621977
383194897.315404	30525859.416229	373554733.466059	215734522.182091	29900.000000	1021.976663	384408841.497776
383186827.156130	30627737.941404	374201860.304819	216108599.284837	30000.000000	1021.976507	384408900.569939
383178730.109056	30729614.317464	374848968.590092	216482667.132814	30100.000000	1021.976351	384408959.838462
383170606.174760	30831488.537262	375496058.390933	216856725.759397	30200.000000	1021.976194	384409019.303341
383162455.353827	30933360.593650	376143129.776025	217230775.197726	30300.000000	1021.976036	384409078.964571
383154277.646839	31035230.479481	376790182.813688	217604815.480711	30400.000000	1021.975878	384409138.822149
383146073.054385	31137098.187607	377437217.571872	217978846.641034	30500.000000	1021.975720	384409198.876069
383137841.577052	31238963.710883	378084234.118167	218352868.711148	30600.000000	1021.975561	384409259.126327
383129583.215430	31340827.042160	378731232.519800	218726881.723282	30700.000000	1021.975401	384409319.572920
383121297.970111	31442688.174294	379378212.843642	219100885.709443	30800.000000	1021.975241	384409380.215843
383112985.841691	31544547.100136	380025175.156201	219474880.701418	30900.000000	1021.975081	384409441.055092
383104646.830763	31646403.812542	380672119.523634	219848866.730772	31000.000000	1021.974920	384409502.090661
383096280.937927	31748258.304364	381319046.011743	220222843.828856	31100.000000	1021.974758	384409563.322548
383087888.163783	31850110.568457	381965954.685979	220596812.026807	31200.000000	1021.974596	384409624.750747
383079468.508932	31951960.597675	382612845.611443	220970771.355546	31300.000000	1021.974433	384409686.375254
383071021.973978	32053808.384873	383259718.852888	221344721.845787	31400.000000	1021.974270	384409748.196065
383062548.559526	32155653.922905	383906574.474722	221718663.528032	31500.000000	1021.974106	384409810.213174
383054048.266184	32257497.204626	384553412.541008	222092596.432578	31600.000000	1021.973942	384409872.426578
383045521.094561	32359338.222891	385200233.115469	222466520.589517	31700.000000	1021.973777	384409934.836273
383036967.045271	32461176.970554	385847036.261486	222840436.028737	31800.000000	1021.973612	384409997.442253
383028386.118924	32563013.440472	386493822.042103	223214342.779926	31900.000000	1021.973446	384410060.244515
383019778.316137	32664847.625499	387140590.520027	223588240.872573	32000.000000	1021.973280	384410123.243054
383011143.637527	32766679.518492	387787341.757631	223962130.335967	32100.000000	1021.973113	384410186.437865
383002482.083713	32868509.112305	388434075.816956	224336011.199206	32200.000000	1021.972946	384410249.828943
382993793.655316	32970336.399796	389080792.759712	224709883.491192	32300.000000	1021.972778	384410313.416285
382985078.352959	33072161.373819	389727492.647279	225083747.240634	32400.000000	1021.972610	384410377.199886
382976336.177268	33173984.027232	390374175.540712	225457602.476053	32500.000000	1021.972441	384410441.179740
382967567.128868	33275804.352890	391020841.500741	225831449.225781	32600.000000	1021.972272	384410505.355844
382958771.208389	33377622.343651	391667490.587770	226205287.517965	32700.000000	1021.972102	384410569.728193
382949948.416461	33479437.992371	392314122.861885	226579117.380565	32800.000000	1021.971931	384410634.296783
382941098.753716	33581251.291908	392960738.382851	226952938.841361	32900.000000	1021.971760	384410699.061607
382932222.220790	33683062.235117	393607337.210115	227326751.927950	33000.000000	1021.971589	384410764.022663
382923318.818319	33784870.814857	394253919.402808	227700556.667751	33100.000000	1021.971417	384410829.179945
382914388.546942	33886677.023986	394900485.019748	228074353.088005	33200.000000	1021.971244	384410894.533449
382905431.407298	33988480.855360	395547034.119439	228448141.215778	33300.000000	1021.971071	384410960.083169
382896447.400030	34090282.301838	396193566.760076	228821921.077959	33400.000000	1021.970898	384411025.829103
382887436.525782	34192081.356278	396840082.999546	229195692.701269	33500.000000	1021.970724	384411091.771243
382878398.785200	34293878.011538	397486582.895426	229569456.112254	33600.000000	1021.970549	384411157.909587
382869334.178933	34395672.260476	398133066.504991	229943211.337294	33700.000000	1021.970374	384411224.244128
382860242.707629	34497464.095952	398779533.885212	230316958.402601	33800.000000	1021.970199	384411290.774863
382851124.371942	34599253.510823	399425985.092757	230690697.334220	33900.000000	1021.970022	384411357.501786
382841979.172525	34701040.497949	400072420.183995	231064428.158032	34000.000000	1021.969846	384411424.424894
382832807.110033	34802825.050188	400718839.214997	231438150.899756	34100.000000	1021.969669	384411491.544180
382823608.185124	34904607.160401	401365242.241539	231811865.584952	34200.000000	1021.969491	384411558.859641
382814382.398458	35006386.821447	402011629.319101	232185572.239016	34300.000000	1021.969313	384411626.371271
382805129.750696	35108164.026185	402658000.502869	232559270.887190	34400.000000	1021.969134	384411694.079065
382795850.242503	35209938.767475	403304355.847741	232932961.554558	34500.000000	1021.968955	384411761.983020
382786543.874541	35311711.038177	403950695.408324	233306644.266050	34600.000000	1021.968775	384411830.083128
382777210.647481	35413480.831151	404597019.238936	233680319.046441	34700.000000	1021.968595	384411898.379387
382767850.561990	35515248.139259	405243327.393612	234053985.920358	34800.000000	1021.968414	384411966.871791
382758463.618739	35617012.955360	405889619.926100	234427644.912273	34900.000000	1021.968233	384412035.560335
382749049.818402	35718775.272315	406535896.889868	234801296.046514	35000.000000	1021.968051	384412104.445013
382739609.161654	35820535.082986	407182158.338101	235174939.347256	35100.000000	1021.967869	384412173.525822
382730141.649172	35922292.380232	407828404.323706	235548574.838534	35200.000000	1021.967686	384412242.802757
382720647.281633	36024047.156917	408474634.899314	235922202.544235	35300.000000	1021.967502	384412312.275812
382711126.059720	36125799.405901	409120850.117275	236295822.488103	35400.000000	1021.967319	384412381.944982
382701577.984115	36227549.120045	409767050.029673	236669434.693743	35500.000000	1021.967134	384412451.810262
