Moon x	Moon y	Apollo x	Apollo y	t	vmag	radM
381471944.428337	63011066.319796	220079558.506263	131100234.071432	42400.000000	1176.570931	175168649.642036
381460632.556308	63111668.604465	220180808.150489	131160106.770163	42500.000000	1175.973337	175049107.932101
381449294.379572	63212266.537089	220282007.134210	131219947.790319	42600.000000	1175.376312	174929578.260266
381437929.899984	63312860.110908	220383155.507172	131279757.159548	42700.000000	1174.779855	174810060.592554
381426539.119397	63413449.319164	220484253.319036	131339534.905442	42800.000000	1174.183967	174690554.895058
381415122.039667	63514034.155099	220585300.619378	131399281.055540	42900.000000	1173.588644	174571061.133956
381403678.662653	63614614.611956	220686297.457688	131458995.637325	43000.000000	1172.993888	174451579.275499
381392208.990213	63715190.682979	220787243.883370	131518678.678226	43100.000000	1172.399696	174332109.286016
381380713.024209	63815762.361412	220888139.945743	131578330.205616	43200.000000	1171.806067	174212651.131912
381369190.766503	63916329.640500	220988985.694043	131637950.246816	43300.000000	1171.213001	174093204.779671
381357642.218960	64016892.513492	221089781.177420	131697538.829091	43400.000000	1170.620496	173973770.195851
381346067.383445	64117450.973632	221190526.444940	131757095.979651	43500.000000	1170.028553	173854347.347086
381334466.261826	64218005.014171	221291221.545585	131816621.725655	43600.000000	1169.437168	173734936.200089
381322838.855973	64318554.628356	221391866.528254	131876116.094206	43700.000000	1168.846342	173615536.721645
381311185.167756	64419099.809438	221492461.441762	131935579.112354	43800.000000	1168.256074	173496148.878617
381299505.199048	64519640.550667	221593006.334840	131995010.807094	43900.000000	1167.666362	173376772.637943
381287798.951723	64620176.845294	221693501.256138	132054411.205369	44000.000000	1167.077206	173257407.966633
381276066.427657	64720708.686572	221793946.254221	132113780.334069	44100.000000	1166.488605	173138054.831777
381264307.628728	64821236.067755	221894341.377573	132173118.220031	44200.000000	1165.900557	173018713.200536
381252522.556813	64921758.982096	221994686.674596	132232424.890037	44300.000000	1165.313062	172899383.040146
381240711.213795	65022277.422850	222094982.193607	132291700.370817	44400.000000	1164.726118	172780064.317918
381228873.601556	65122791.383273	222195227.982846	132350944.689050	44500.000000	1164.139725	172660757.001235
381217009.721979	65223300.856622	222295424.090468	132410157.871360	44600.000000	1163.553882	172541461.057557
381205119.576950	65323805.836153	222395570.564547	132469339.944319	44700.000000	1162.968588	172422176.454415
381193203.168357	65424306.315126	222495667.453077	132528490.934448	44800.000000	1162.383841	172302903.159414
381181260.498088	65524802.286800	222595714.803972	132587610.868214	44900.000000	1161.799642	172183641.140233
381169291.568034	65625293.744435	222695712.665062	132646699.772033	45000.000000	1161.215988	172064390.364621
381157296.380087	65725780.681291	222795661.084100	132705757.672268	45100.000000	1160.632879	171945150.800404
381145274.936142	65826263.090630	222895560.108757	132764784.595233	45200.000000	1160.050315	171825922.415478
381133227.238092	65926740.965715	222995409.786627	132823780.567185	45300.000000	1159.468293	171706705.177810
381121153.287837	66027214.299810	223095210.165220	132882745.614335	45400.000000	1158.886813	171587499.055442
381109053.087273	66127683.086178	223194961.291969	132941679.762839	45500.000000	1158.305875	171468304.016485
381096926.638302	66228147.318086	223294663.214229	133000583.038803	45600.000000	1157.725477	171349120.029125
381084773.942826	66328606.988798	223394315.979273	133059455.468281	45700.000000	1157.145618	171229947.061616
381072595.002748	66429062.091582	223493919.634299	133118297.077276	45800.000000	1156.566297	171110785.082285
381060389.819974	66529512.619706	223593474.226423	133177107.891742	45900.000000	1155.987514	170991634.059530
381048158.396410	66629958.566438	223692979.802684	133235887.937580	46000.000000	1155.409267	170872493.961819
381035900.733966	66730399.925048	223792436.410045	133294637.240640	46100.000000	1154.831556	170753364.757692
381023616.834550	66830836.688806	223891844.095388	133353355.826723	46200.000000	1154.254380	170634246.415758
381011306.700075	66931268.850983	223991202.905519	133412043.721578	46300.000000	1153.677737	170515138.904697
380998970.332455	67031696.404852	224090512.887167	133470700.950906	46400.000000	1153.101627	170396042.193259
380986607.733604	67132119.343685	224189774.086984	133529327.540355	46500.000000	1152.526049	170276956.250264
380974218.905439	67232537.660756	224288986.551544	133587923.515524	46600.000000	1151.951002	170157881.044599
380961803.849879	67332951.349339	224388150.327344	133646488.901964	46700.000000	1151.376485	170038816.545225
380949362.568843	67433360.402711	224487265.460807	133705023.725173	46800.000000	1150.802497	169919762.721169
380936895.064254	67533764.814147	224586331.998278	133763528.010600	46900.000000	1150.229037	169800719.541527
380924401.338033	67634164.576925	224685349.986026	133822001.783647	47000.000000	1149.656104	169681686.975466
380911881.392107	67734559.684323	224784319.470245	133880445.069663	47100.000000	1149.083698	169562664.992219
380899335.228401	67834950.129620	224883240.497052	133938857.893949	47200.000000	1148.511818	169443653.561089
380886762.848843	67935335.906096	224982113.112491	133997240.281758	47300.000000	1147.940462	169324652.651447
380874164.255365	68035717.007030	225080937.362529	134055592.258292	47400.000000	1147.369630	169205662.232731
380861539.449895	68136093.425706	225179713.293059	134113913.848705	47500.000000	1146.799321	169086682.274448
380848888.434368	68236465.155405	225278440.949899	134172205.078103	47600.000000	1146.229534	168967712.746173
380836211.210719	68336832.189410	225377120.378792	134230465.971540	47700.000000	1145.660267	168848753.617547
380823507.780882	68437194.521006	225475751.625408	134288696.554025	47800.000000	1145.091521	168729804.858278
380810778.146798	68537552.143478	225574334.735343	134346896.850517	47900.000000	1144.523295	168610866.438145
380798022.310404	68637905.050111	225672869.754118	134405066.885926	48000.000000	1143.955586	168491938.326987
380785240.273642	68738253.234193	225771356.727181	134463206.685115	48100.000000	1143.388396	168373020.494716
380772432.038454	68838596.689010	225869795.699906	134521316.272897	48200.000000	1142.821722	168254112.911307
380759597.606786	68938935.407852	225968186.717596	134579395.674038	48300.000000	1142.255563	168135215.546803
380746736.980582	69039269.384007	226066529.825480	134637444.913257	48400.000000	1141.689920	168016328.371311
380733850.161791	69139598.610766	226164825.068712	134695464.015223	48500.000000	1141.124791	167897451.355006
380720937.152362	69239923.081421	226263072.492377	134753453.004560	48600.000000	1140.560175	167778584.468127
380707997.954244	69340242.789262	226361272.141485	134811411.905841	48700.000000	1139.996071	167659727.680981
380695032.569393	69440557.727582	226459424.060976	134869340.743595	48800.000000	1139.432479	167540880.963938
380682040.999760	69540867.889676	226557528.295717	134927239.542301	48900.000000	1138.869397	167422044.287433
380669023.247302	69641173.268838	226655584.890504	134985108.326392	49000.000000	1138.306825	167303217.621968
380655979.313976	69741473.858363	226753593.890060	135042947.120254	49100.000000	1137.744762	167184400.938108
380642909.201741	69841769.651547	226851555.339039	135100755.948224	49200.000000	1137.183207	167065594.206484
380629812.912557	69942060.641689	226949469.282022	135158534.834595	49300.000000	1136.622160	166946797.397790
380616690.448387	70042346.822085	227047335.763520	135216283.803610	49400.000000	1136.061618	166828010.482784
380603541.811195	70142628.186034	227145154.827975	135274002.879469	49500.000000	1135.501582	166709233.432290
380590367.002946	70242904.726837	227242926.519755	135331692.086323	49600.000000	1134.942051	166590466.217195
380577166.025606	70343176.437794	227340650.883161	135389351.448276	49700.000000	1134.383024	166471708.808448
380563938.881146	70443443.312206	227438327.962423	135446980.989387	49800.000000	1133.824500	166352961.177065
380550685.571534	70543705.343376	227535957.801700	135504580.733668	49900.000000	1133.266478	166234223.294121
380537406.098743	70643962.524607	227633540.445083	135562150.705085	50000.000000	1132.708957	166115495.130758
380524100.464746	70744214.849203	227731075.936593	135619690.927558	50100.000000	1132.151937	165996776.658179
380510768.671518	70844462.310470	227828564.320182	135677201.424962	50200.000000	1131.595416	165878067.847649
380497410.721037	70944704.901712	227926005.639733	135734682.221123	50300.000000	1131.039395	165759368.670498
380484026.615280	71044942.616238	228023399.939060	135792133.339826	50400.000000	1130.483871	165640679.098115
380470616.356228	71145175.447353	228120747.261909	135849554.804806	50500.000000	1129.928845	165521999.101956
380457179.945861	71245403.388367	228218047.651957	135906946.639755	50600.000000	1129.374315	165403328.653534
380443717.386164	71345626.432590	228315301.152812	135964308.868319	50700.000000	1128.820280	165284667.724428
380430228.679120	71445844.573331	228412507.808017	136021641.514098	50800.000000	1128.266741	165166016.286276
380416713.826716	71546057.803901	228509667.661044	136078944.600648	50900.000000	1127.713695	165047374.310778
380403172.830941	71646266.117613	228606780.755300	136136218.151479	51000.000000	1127.161142	164928741.769697
380389605.693784	71746469.507779	228703847.134121	136193462.190055	51100.000000	1126.609082	164810118.634855
380376012.417237	71846667.967714	228800866.840781	136250676.739799	51200.000000	1126.057514	164691504.878137
380362393.003291	71946861.490731	228897839.918482	136307861.824084	51300.000000	1125.506436	164572900.471487
380348747.453942	72047050.070146	228994766.410363	136365017.466242	51400.000000	1124.955848	164454305.386911
380335075.771186	72147233.699275	229091646.359493	136422143.689559	51500.000000	1124.405749	164335719.596475
380321377.957019	72247412.371437	229188479.808879	136479240.517277	51600.000000	1123.856138	164217143.072304
380307654.013443	72347586.079948	229285266.801457	136536307.972592	51700.000000	1123.307016	164098575.786586
380293903.942458	72447754.818128	229382007.380101	136593346.078659	51800.000000	1122.758379	163980017.711568
380280127.746065	72547918.579297	229478701.587615	136650354.858587	51900.000000	1122.210229	163861468.819554
380266325.426269	72648077.356775	229575349.466743	136707334.335440	52000.000000	1121.662564	163742929.082912
380252496.985077	72748231.143884	229671951.060158	136764284.532238	52100.000000	1121.115384	163624398.474065
380238642.424494	72848379.933947	229768506.410470	136821205.471960	52200.000000	1120.568687	163505876.965500
380224761.746531	72948523.720287	229865015.560226	136878097.177537	52300.000000	1120.022473	163387364.529760
380210854.953198	73048662.496228	229961478.551905	136934959.671860	52400.000000	1119.476741	163268861.139447
380196922.046506	73148796.255095	230057895.427924	136991792.977775	52500.000000	1118.931490	163150366.767223
380182963.028471	73248924.990215	230154266.230632	137048597.118084	52600.000000	1118.386720	163031881.385808
380168977.901106	73349048.694914	230250591.002317	137105372.115546	52700.000000	1117.842429	162913404.967981
380154966.666430	73449167.362520	230346869.785202	137162117.992877	52800.000000	1117.298617	162794937.486579
380140929.326459	73549280.986361	230443102.621446	137218834.772750	52900.000000	1116.755284	162676478.914496
380126865.883216	73649389.559768	230539289.553144	137275522.477793	53000.000000	1116.212428	162558029.224685
380112776.338722	73749493.076071	230635430.622327	137332181.130594	53100.000000	1115.670049	162439588.390159
380098660.694999	73849591.528601	230731525.870964	137388810.753697	53200.000000	1115.128146	162321156.383984
380084518.954073	73949684.910690	230827575.340960	137445411.369602	53300.000000	1114.586718	162202733.179286
380070351.117971	74049773.215671	230923579.074157	137501983.000766	53400.000000	1114.045764	162084318.749250
380056157.188721	74149856.436878	231019537.112335	137558525.669607	53500.000000	1113.505284	161965913.067115
380041937.168353	74249934.567646	231115449.497210	137615039.398496	53600.000000	1112.965276	161847516.106179
380027691.058897	74350007.601311	231211316.270437	137671524.209765	53700.000000	1112.425741	161729127.839796
380013418.862388	74450075.531210	231307137.473608	137727980.125701	53800.000000	1111.886678	161610748.241377
379999120.580860	74550138.350679	231402913.148253	137784407.168551	53900.000000	1111.348085	161492377.284388
379984796.216348	74650196.053058	231498643.335840	137840805.360519	54000.000000	1110.809961	161374014.942355
379970445.770891	74750248.631685	231594328.077777	137897174.723765	54100.000000	1110.272307	161255661.188856
379956069.246528	74850296.079901	231689967.415407	137953515.280412	54200.000000	1109.735122	161137315.997528
379941666.645300	74950338.391047	231785561.390016	138009827.052535	54300.000000	1109.198404	161018979.342062
379927237.969249	75050375.558464	231881110.042825	138066110.062173	54400.000000	1108.662153	160900651.196206
379912783.220421	75150407.575496	231976613.414996	138122364.331318	54500.000000	1108.126368	160782331.533764
379898302.400861	75250434.435485	232072071.547630	138178589.881925	54600.000000	1107.591049	160664020.328593
379883795.512616	75350456.131778	232167484.481768	138234786.735905	54700.000000	1107.056194	160545717.554607
379869262.557735	75450472.657718	232262852.258389	138290954.915128	54800.000000	1106.521804	160427423.185775
379854703.538268	75550484.006653	232358174.918413	138347094.441423	54900.000000	1105.987877	160309137.196121
379840118.456269	75650490.171930	232453452.502700	138403205.336578	55000.000000	1105.454412	160190859.559724
379825507.313790	75750491.146897	232548685.052050	138459287.622339	55100.000000	1104.921409	160072590.250716
379810870.112888	75850486.924903	232643872.607202	138515341.320411	55200.000000	1104.388867	159954329.243284
379796206.855618	75950477.499297	232739015.208837	138571366.452460	55300.000000	1103.856786	159836076.511672
379781517.544041	76050462.863431	232834112.897576	138627363.040108	55400.000000	1103.325164	159717832.030175
379766802.180215	76150443.010656	232929165.713982	138683331.104939	55500.000000	1102.794002	159599595.773143
379752060.766203	76250417.934326	233024173.698557	138739270.668495	55600.000000	1102.263297	159481367.714979
379737293.304067	76350387.627792	233119136.891745	138795181.752278	55700.000000	1101.733051	159363147.830142
379722499.795874	76450352.084410	233214055.333932	138851064.377749	55800.000000	1101.203261	159244936.093143
379707680.243689	76550311.297535	233308929.065445	138906918.566329	55900.000000	1100.673927	159126732.478547
379692834.649580	76650265.260523	233403758.126553	138962744.339397	56000.000000	1100.145048	159008536.960970
379677963.015618	76750213.966731	233498542.557467	139018541.718295	56100.000000	1099.616625	158890349.515085
379663065.343874	76850157.409517	233593282.398339	139074310.724322	56200.000000	1099.088655	158772170.115615
379648141.636420	76950095.582240	233687977.689264	139130051.378738	56300.000000	1098.561139	158653998.737336
379633191.895331	77050028.478260	233782628.470279	139185763.702763	56400.000000	1098.034075	158535835.355079
379618216.122684	77149956.090936	233877234.781364	139241447.717578	56500.000000	1097.507463	158417679.943724
379603214.320555	77249878.413631	233971796.662442	139297103.444322	56600.000000	1096.981303	158299532.478207
379588186.491024	77349795.439707	234066314.153379	139352730.904096	56700.000000	1096.455593	158181392.933513
379573132.636173	77449707.162528	234160787.293983	139408330.117961	56800.000000	1095.930333	158063261.284681
379558052.758083	77549613.575456	234255216.124005	139463901.106939	56900.000000	1095.405522	157945137.506802
379542946.858838	77649514.671858	234349600.683142	139519443.892011	57000.000000	1094.881160	157827021.575017
379527814.940525	77749410.445100	234443941.011031	139574958.494119	57100.000000	1094.357245	157708913.464521
379512657.005229	77849300.888548	234538237.147256	139630444.934168	57200.000000	1093.833778	157590813.150558
379497473.055041	77949185.995569	234632489.131343	139685903.233021	57300.000000	1093.310757	157472720.608425
379482263.092050	78049065.759534	234726697.002763	139741333.411503	57400.000000	1092.788181	157354635.813470
379467027.118349	78148940.173811	234820860.800930	139796735.490399	57500.000000	1092.266051	157236558.741092
379451765.136031	78248809.231770	234914980.565205	139852109.490457	57600.000000	1091.744365	157118489.366740
379436477.147191	78348672.926783	235009056.334890	139907455.432384	57700.000000	1091.223123	157000427.665915
379421163.153926	78448531.252222	235103088.149234	139962773.336850	57800.000000	1090.702325	156882373.614169
379405823.158335	78548384.201461	235197076.047431	140018063.224485	57900.000000	1090.181968	156764327.187101
379390457.162516	78648231.767873	235291020.068620	140073325.115881	58000.000000	1089.662053	156646288.360366
379375065.168572	78748073.944833	235384920.251884	140128559.031591	58100.000000	1089.142580	156528257.109664
379359647.178606	78847910.725718	235478776.636253	140183764.992129	58200.000000	1088.623546	156410233.410748
379344203.194722	78947742.103903	235572589.260703	140238943.017972	58300.000000	1088.104953	156292217.239418
379328733.219026	79047568.072766	235666358.164152	140294093.129559	58400.000000	1087.586798	156174208.571528
379313237.253627	79147388.625686	235760083.385469	140349215.347288	58500.000000	1087.069082	156056207.382980
379297715.300634	79247203.756043	235853764.963466	140404309.691522	58600.000000	1086.551804	155938213.649722
379282167.362157	79347013.457216	235947402.936901	140459376.182584	58700.000000	1086.034963	155820227.347757
379266593.440311	79446817.722587	236040997.344480	140514414.840759	58800.000000	1085.518559	155702248.453134
379250993.537207	79546616.545538	236134548.224855	140569425.686296	58900.000000	1085.002590	155584276.941950
379235367.654962	79646409.919451	236228055.616624	140624408.739403	59000.000000	1084.487056	155466312.790353
379219715.795695	79746197.837712	236321519.558333	140679364.020252	59100.000000	1083.971957	155348355.974540
379204037.961522	79845980.293704	236414940.088475	140734291.548979	59200.000000	1083.457292	155230406.470755
379188334.154565	79945757.280814	236508317.245489	140789191.345679	59300.000000	1082.943060	155112464.255292
379172604.376946	80045528.792427	236601651.067763	140844063.430413	59400.000000	1082.429261	154994529.304492
379156848.630789	80145294.821932	236694941.593630	140898907.823201	59500.000000	1081.915893	154876601.594746
379141066.918219	80245055.362716	236788188.861373	140953724.544027	59600.000000	1081.402957	154758681.102492
379125259.241362	80344810.408170	236881392.909223	141008513.612840	59700.000000	1080.890452	154640767.804216
379109425.602347	80444559.951684	236974553.775358	141063275.049548	59800.000000	1080.378376	154522861.676451
379093566.003304	80544303.986648	237067671.497903	141118008.874024	59900.000000	1079.866730	154404962.695779
379077680.446364	80644042.506454	237160746.114935	141172715.106104	60000.000000	1079.355513	154287070.838830
379061768.933660	80743775.504496	237253777.664475	141227393.765586	60100.000000	1078.844724	154169186.082280
379045831.467327	80843502.974167	237346766.184495	141282044.872232	60200.000000	1078.334363	154051308.402852
379029868.049502	80943224.908862	237439711.712917	141336668.445766	60300.000000	1077.824428	153933437.777319
379013878.682321	81042941.301977	237532614.287610	141391264.505876	60400.000000	1077.314920	153815574.182498
378997863.367926	81142652.146908	237625473.946391	141445833.072215	60500.000000	1076.805837	153697717.595254
378981822.108455	81242357.437053	237718290.727030	141500374.164395	60600.000000	1076.297180	153579867.992499
378965754.906053	81342057.165810	237811064.667244	141554887.801996	60700.000000	1075.788947	153462025.351191
378949661.762862	81441751.326578	237903795.804699	141609374.004559	60800.000000	1075.281137	153344189.648336
378933542.681030	81541439.912758	237996484.177012	141663832.791589	60900.000000	1074.773751	153226360.860984
378917397.662702	81641122.917750	238089129.821750	141718264.182555	61000.000000	1074.266788	153108538.966233
378901226.710028	81740800.334957	238181732.776429	141772668.196890	61100.000000	1073.760246	152990723.941227
378885029.825158	81840472.157781	238274293.078516	141827044.853989	61200.000000	1073.254126	152872915.763154
378868807.010244	81940138.379626	238366810.765429	141881394.173214	61300.000000	1072.748426	152755114.409252
378852558.267440	82039798.993897	238459285.874534	141935716.173887	61400.000000	1072.243147	152637319.856800
378836283.598901	82139453.994000	238551718.443149	141990010.875298	61500.000000	1071.738287	152519532.083127
378819983.006783	82239103.373341	238644108.508545	142044278.296699	61600.000000	1071.233846	152401751.065603
378803656.493245	82338747.125327	238736456.107941	142098518.457307	61700.000000	1070.729823	152283976.781647
378787304.060446	82438385.243367	238828761.278509	142152731.376301	61800.000000	1070.226219	152166209.208721
378770925.710548	82538017.720870	238921024.057369	142206917.072827	61900.000000	1069.723031	152048448.324333
378754521.445713	82637644.551247	239013244.481598	142261075.565994	62000.000000	1069.220260	151930694.106036
378738091.268107	82737265.727907	239105422.588219	142315206.874877	62100.000000	1068.717904	151812946.531428
378721635.179896	82836881.244264	239197558.414210	142369311.018513	62200.000000	1068.215964	151695205.578150
378705153.183247	82936491.093730	239289651.996500	142423388.015905	62300.000000	1067.714439	151577471.223891
378688645.280328	83036095.269719	239381703.371970	142477437.886022	62400.000000	1067.213328	151459743.446380
378672111.473312	83135693.765645	239473712.577453	142531460.647794	62500.000000	1066.712631	151342022.223394
378655551.764370	83235286.574925	239565679.649734	142585456.320120	62600.000000	1066.212346	151224307.532753
378638966.155677	83334873.690974	239657604.625552	142639424.921862	62700.000000	1065.712474	151106599.352321
378622354.649407	83434455.107211	239749487.541597	142693366.471845	62800.000000	1065.213014	150988897.660005
378605717.247738	83534030.817053	239841328.434513	142747280.988863	62900.000000	1064.713965	150871202.433757
378589053.952849	83633600.813920	239933127.340895	142801168.491672	63000.000000	1064.215327	150753513.651573
378572364.766919	83733165.091232	240024884.297293	142855028.998993	63100.000000	1063.717098	150635831.291492
378555649.692131	83832723.642410	240116599.340210	142908862.529515	63200.000000	1063.219280	150518155.331595
378538908.730667	83932276.460876	240208272.506101	142962669.101889	63300.000000	1062.721870	150400485.750009
378522141.884712	84031823.540053	240299903.831376	143016448.734735	63400.000000	1062.224868	150282822.524903
378505349.156454	84131364.873365	240391493.352397	143070201.446634	63500.000000	1061.728275	150165165.634488
378488530.548079	84230900.454237	240483041.105483	143123927.256135	63600.000000	1061.232088	150047515.057019
378471686.061778	84330430.276094	240574547.126903	143177626.181754	63700.000000	1060.736308	149929870.770795
378454815.699741	84429954.332362	240666011.452882	143231298.241969	63800.000000	1060.240934	149812232.754156
378437919.464162	84529472.616470	240757434.119599	143284943.455226	63900.000000	1059.745966	149694600.985485
378420997.357234	84628985.121846	240848815.163189	143338561.839937	64000.000000	1059.251403	149576975.443207
378404049.381154	84728491.841918	240940154.619738	143392153.414478	64100.000000	1058.757244	149459356.105792
378387075.538118	84827992.770118	241031452.525291	143445718.197192	64200.000000	1058.263489	149341742.951748
378370075.830325	84927487.899876	241122708.915843	143499256.206387	64300.000000	1057.770137	149224135.959627
378353050.259977	85026977.224625	241213923.827348	143552767.460340	64400.000000	1057.277188	149106535.108025
378335998.829274	85126460.737797	241305097.295713	143606251.977290	64500.000000	1056.784640	148988940.375578
378318921.540421	85225938.432827	241396229.356802	143659709.775444	64600.000000	1056.292495	148871351.740962
378301818.395623	85325410.303148	241487320.046431	143713140.872976	64700.000000	1055.800751	148753769.182899
378284689.397085	85424876.342198	241578369.400376	143766545.288024	64800.000000	1055.309407	148636192.680148
378267534.547018	85524336.543412	241669377.454366	143819923.038695	64900.000000	1054.818463	148518622.211512
378250353.847631	85623790.900229	241760344.244085	143873274.143060	65000.000000	1054.327918	148401057.755836
378233147.301134	85723239.406086	241851269.805176	143926598.619158	65100.000000	1053.837772	148283499.292004
378215914.909740	85822682.054423	241942154.173235	143979896.484994	65200.000000	1053.348025	148165946.798941
378198656.675665	85922118.838680	242032997.383816	144033167.758538	65300.000000	1052.858675	148048400.255615
378181372.601125	86021549.752299	242123799.472430	144086412.457730	65400.000000	1052.369723	147930859.641033
378164062.688336	86120974.788722	242214560.474542	144139630.600473	65500.000000	1051.881167	147813324.934245
378146726.939518	86220393.941391	242305280.425576	144192822.204640	65600.000000	1051.393007	147695796.114338
378129365.356892	86319807.203752	242395959.360913	144245987.288068	65700.000000	1050.905243	147578273.160442
378111977.942680	86419214.569248	242486597.315888	144299125.868563	65800.000000	1050.417874	147460756.051727
378094564.699105	86518616.031326	242577194.325797	144352237.963896	65900.000000	1049.930899	147343244.767403
378077125.628394	86618011.583433	242667750.425890	144405323.591807	66000.000000	1049.444319	147225739.286719
378059660.732772	86717401.219015	242758265.651376	144458382.770002	66100.000000	1048.958132	147108239.588967
378042170.014469	86816784.931522	242848740.037423	144511415.516153	66200.000000	1048.472338	146990745.653475
378024653.475714	86916162.714404	242939173.619152	144564421.847901	66300.000000	1047.986936	146873257.459615
378007111.118739	87015534.561110	243029566.431647	144617401.782853	66400.000000	1047.501926	146755774.986794
377989542.945777	87114900.465093	243119918.509946	144670355.338585	66500.000000	1047.017307	146638298.214463
377971948.959063	87214260.419803	243210229.889049	144723282.532638	66600.000000	1046.533080	146520827.122110
377954329.160833	87313614.418696	243300500.603910	144776183.382522	66700.000000	1046.049242	146403361.689262
377936683.553325	87412962.455224	243390730.689444	144829057.905714	66800.000000	1045.565795	146285901.895486
377919012.138778	87512304.522844	243480920.180524	144881906.119657	66900.000000	1045.082736	146168447.720388
377901314.919432	87611640.615010	243571069.111981	144934728.041765	67000.000000	1044.600067	146050999.143614
377883591.897531	87710970.725180	243661177.518606	144987523.689417	67100.000000	1044.117785	145933556.144847
377865843.075317	87810294.846811	243751245.435147	145040293.079960	67200.000000	1043.635892	145816118.703810
377848068.455038	87909612.973363	243841272.896314	145093036.230709	67300.000000	1043.154385	145698686.800264
377830268.038939	88008925.098295	243931259.936772	145145753.158946	67400.000000	1042.673265	145581260.414009
377812441.829269	88108231.215068	244021206.591150	145198443.881924	67500.000000	1042.192532	145463839.524883
377794589.828279	88207531.317143	244111112.894033	145251108.416860	67600.000000	1041.712184	145346424.112763
377776712.038220	88306825.397983	244200978.879967	145303746.780940	67700.000000	1041.232221	145229014.157564
377758808.461345	88406113.451052	244290804.583457	145356358.991320	67800.000000	1040.752643	145111609.639237
377740879.099909	88505395.469812	244380590.038969	145408945.065122	67900.000000	1040.273449	144994210.537776
377722923.956169	88604671.447731	244470335.280928	145461505.019438	68000.000000	1039.794638	144876816.833208
377704943.032382	88703941.378273	244560040.343720	145514038.871325	68100.000000	1039.316211	144759428.505599
377686936.330807	88803205.254907	244649705.261690	145566546.637811	68200.000000	1038.838167	144642045.535055
377668903.853706	88902463.071099	244739330.069145	145619028.335892	68300.000000	1038.360504	144524667.901715
377650845.603341	89001714.820320	244828914.800351	145671483.982532	68400.000000	1037.883223	144407295.585761
377632761.581976	89100960.496039	244918459.489537	145723913.594662	68500.000000	1037.406324	144289928.567407
377614651.791876	89200200.091727	245007964.170889	145776317.189184	68600.000000	1036.929805	144172566.826908
377596516.235310	89299433.600855	245097428.878558	145828694.782968	68700.000000	1036.453666	144055210.344556
377578354.914545	89398661.016896	245186853.646654	145881046.392849	68800.000000	1035.977907	143937859.100677
377560167.831851	89497882.333324	245276238.509248	145933372.035637	68900.000000	1035.502527	143820513.075636
377541954.989501	89597097.543614	245365583.500373	145985671.728105	69000.000000	1035.027526	143703172.249836
377523716.389767	89696306.641241	245454888.654023	146037945.486997	69100.000000	1034.552903	143585836.603713
377505452.034924	89795509.619680	245544154.004154	146090193.329026	69200.000000	1034.078657	143468506.117743
377487161.927249	89894706.472411	245633379.584685	146142415.270874	69300.000000	1033.604789	143351180.772438
377468846.069020	89993897.192910	245722565.429495	146194611.329191	69400.000000	1033.131298	143233860.548345
377450504.462516	90093081.774658	245811711.572425	146246781.520596	69500.000000	1032.658183	143116545.426048
377432137.110018	90192260.211133	245900818.047279	146298925.861678	69600.000000	1032.185444	142999235.386166
377413744.013808	90291432.495818	245989884.887824	146351044.368995	69700.000000	1031.713080	142881930.409357
377395325.176170	90390598.622195	246078912.127788	146403137.059072	69800.000000	1031.241091	142764630.476312
377376880.599391	90489758.583745	246167899.800862	146455203.948405	69900.000000	1030.769476	142647335.567760
377358410.285757	90588912.373954	246256847.940700	146507245.053459	70000.000000	1030.298235	142530045.664463
377339914.237557	90688059.986305	246345756.580918	146559260.390669	70100.000000	1029.827368	142412760.747222
377321392.457080	90787201.414285	246434625.755096	146611249.976438	70200.000000	1029.356873	142295480.796870
377302844.946620	90886336.651381	246523455.496776	146663213.827138	70300.000000	1028.886751	142178205.794280
377284271.708468	90985465.691079	246612245.839465	146715151.959112	70400.000000	1028.417001	142060935.720355
377265672.744920	91084588.526868	246700996.816632	146767064.388671	70500.000000	1027.947623	141943670.556037
377247048.058272	91183705.152239	246789708.461708	146818951.132097	70600.000000	1027.478615	141826410.282303
377228397.650822	91282815.560681	246878380.808091	146870812.205640	70700.000000	1027.009979	141709154.880162
377209721.524869	91381919.745685	246967013.889141	146922647.625521	70800.000000	1026.541712	141591904.330661
377191019.682714	91481017.700744	247055607.738182	146974457.407929	70900.000000	1026.073815	141474658.614881
377172292.126660	91580109.419351	247144162.388500	147026241.569025	71000.000000	1025.606287	141357417.713936
377153538.859010	91679194.895001	247232677.873349	147078000.124938	71100.000000	1025.139128	141240181.608978
377134759.882071	91778274.121187	247321154.225945	147129733.091766	71200.000000	1024.672338	141122950.281190
377115955.198149	91877347.091407	247409591.479468	147181440.485580	71300.000000	1024.205915	141005723.711792
377097124.809552	91976413.799157	247497989.667064	147233122.322418	71400.000000	1023.739859	140888501.882036
377078268.718591	92075474.237936	247586348.821842	147284778.618289	71500.000000	1023.274171	140771284.773211
377059386.927578	92174528.401241	247674668.976877	147336409.389173	71600.000000	1022.808849	140654072.366638
377040479.438825	92273576.282573	247762950.165209	147388014.651017	71700.000000	1022.343893	140536864.643672
377021546.254648	92372617.875432	247851192.419842	147439594.419742	71800.000000	1021.879302	140419661.585703
377002587.377362	92471653.173321	247939395.773745	147491148.711237	71900.000000	1021.415077	140302463.174154
376983602.809285	92570682.169741	248027560.259855	147542677.541361	72000.000000	1020.951217	140185269.390482
