Moon x	Moon y	Apollo x	Apollo y	t	vmag	radM
350090215.299540	177740737.466025	315019331.880634	184578314.812264	161300.000000	748.849959	35732388.200275
350049362.250468	177831652.521130	315087086.189077	184610208.557576	161400.000000	748.863160	35614512.892013
350008486.149723	177922555.865553	315154852.665379	184642079.834541	161500.000000	748.878873	35496639.967863
349967587.000832	178013447.493730	315222631.580044	184673928.640975	161600.000000	748.897125	35378769.568398
349926664.807323	178104327.400102	315290423.206205	184705754.975016	161700.000000	748.917943	35260901.836934
349885719.572724	178195195.579110	315358227.819661	184737558.835141	161800.000000	748.941354	35143036.919585
349844751.300567	178286052.025194	315426045.698907	184769340.220171	161900.000000	748.967385	35025174.965318
349803759.994383	178376896.732798	315493877.125175	184801099.129285	162000.000000	748.996063	34907316.126013
349762745.657705	178467729.696366	315561722.382468	184832835.562028	162100.000000	749.027417	34789460.556514
349721708.294066	178558550.910342	315629581.757597	184864549.518326	162200.000000	749.061475	34671608.414696
349680647.907002	178649360.369173	315697455.540220	184896240.998495	162300.000000	749.098266	34553759.861518
349639564.500049	178740158.067306	315765344.022880	184927910.003251	162400.000000	749.137820	34435915.061091
349598458.076744	178830943.999190	315833247.501041	184959556.533728	162500.000000	749.180167	34318074.180740
349557328.640626	178921718.159274	315901166.273132	184991180.591484	162600.000000	749.225335	34200237.391064
349516176.195235	179012480.542009	315969100.640586	185022782.178517	162700.000000	749.273357	34082404.866008
349475000.744111	179103231.141847	316037050.907879	185054361.297281	162800.000000	749.324263	33964576.782927
349433802.290798	179193969.953240	316105017.382572	185085917.950691	162900.000000	749.378084	33846753.322657
349392580.838838	179284696.970643	316173000.375355	185117452.142148	163000.000000	749.434854	33728934.669585
349351336.391774	179375412.188512	316241000.200088	185148963.875542	163100.000000	749.494603	33611121.011719
349310068.953155	179466115.601301	316309017.173846	185180453.155275	163200.000000	749.557365	33493312.540768
349268778.526525	179556807.203470	316377051.616963	185211919.986272	163300.000000	749.623174	33375509.452209
349227465.115433	179647486.989476	316445103.853075	185243364.373998	163400.000000	749.692064	33257711.945373
349186128.723428	179738154.953780	316513174.209170	185274786.324473	163500.000000	749.764068	33139920.223517
349144769.354061	179828811.090842	316581263.015631	185306185.844288	163600.000000	749.839222	33022134.493911
349103387.010882	179919455.395125	316649370.606284	185337562.940621	163700.000000	749.917561	32904354.967916
349061981.697445	180010087.861090	316717497.318447	185368917.621257	163800.000000	749.999122	32786581.861070
349020553.417303	180100708.483204	316785643.492981	185400249.894602	163900.000000	750.083940	32668815.393179
348979102.174011	180191317.255931	316853809.474333	185431559.769703	164000.000000	750.172053	32551055.788397
348937627.971126	180281914.173738	316921995.610596	185462847.256268	164100.000000	750.263499	32433303.275324
348896130.812204	180372499.231092	316990202.253550	185494112.364679	164200.000000	750.358315	32315558.087099
348854610.700805	180463072.422462	317058429.758726	185525355.106020	164300.000000	750.456541	32197820.461489
348813067.640487	180553633.742319	317126678.485447	185556575.492091	164400.000000	750.558215	32080090.640991
348771501.634812	180644183.185133	317194948.796894	185587773.535429	164500.000000	750.663379	31962368.872931
348729912.687341	180734720.745377	317263241.060151	185618949.249333	164600.000000	750.772072	31844655.409566
348688300.801637	180825246.417524	317331555.646267	185650102.647882	164700.000000	750.884335	31726950.508188
348646665.981266	180915760.196048	317399892.930311	185681233.745958	164800.000000	751.000212	31609254.431230
348605008.229791	181006262.075426	317468253.291431	185712342.559270	164900.000000	751.119743	31491567.446376
348563327.550781	181096752.050134	317536637.112911	185743429.104378	165000.000000	751.242972	31373889.826674
348521623.947803	181187230.114650	317605044.782231	185774493.398715	165100.000000	751.369943	31256221.850650
348479897.424425	181277696.263452	317673476.691132	185805535.460613	165200.000000	751.500701	31138563.802423
348438147.984217	181368150.491022	317741933.235672	185836555.309331	165300.000000	751.635291	31020915.971831
348396375.630752	181458592.791840	317810414.816294	185867552.965076	165400.000000	751.773758	30903278.654550
348354580.367601	181549023.160389	317878921.837887	185898528.449034	165500.000000	751.916150	30785652.152218
348312762.198337	181639441.591152	317947454.709854	185929481.783398	165600.000000	752.062513	30668036.772570
348270921.126537	181729848.078615	318016013.846176	185960412.991394	165700.000000	752.212896	30550432.829569
348229057.155775	181820242.617263	318084599.665480	185991322.097312	165800.000000	752.367347	30432840.643536
348187170.289628	181910625.201582	318153212.591111	186022209.126535	165900.000000	752.525917	30315260.541296
348145260.531676	182000995.826062	318221853.051195	186053074.105572	166000.000000	752.688656	30197692.856318
348103327.885497	182091354.485192	318290521.478720	186083917.062086	166100.000000	752.855615	30080137.928857
348061372.354671	182181701.173462	318359218.311598	186114738.024931	166200.000000	753.026846	29962596.106112
348019393.942781	182272035.885363	318427943.992747	186145537.024183	166300.000000	753.202402	29845067.742368
347977392.653408	182362358.615388	318496698.970162	186176314.091177	166400.000000	753.382337	29727553.199164
347935368.490138	182452669.358031	318565483.696993	186207069.258538	166500.000000	753.566706	29610052.845447
347893321.456555	182542968.107787	318634298.631620	186237802.560222	166600.000000	753.755563	29492567.057738
347851251.556246	182633254.859152	318703144.237736	186268514.031551	166700.000000	753.948966	29375096.220303
347809158.792798	182723529.606623	318772020.984425	186299203.709255	166800.000000	754.146972	29257640.725324
347767043.169800	182813792.344699	318840929.346245	186329871.631506	166900.000000	754.349638	29140200.973080
347724904.690841	182904043.067879	318909869.803308	186360517.837965	167000.000000	754.557025	29022777.372126
347682743.359512	182994281.770664	318978842.841373	186391142.369819	167100.000000	754.769193	28905370.339478
347640559.179406	183084508.447556	319047848.951924	186421745.269827	167200.000000	754.986202	28787980.300811
347598352.154115	183174723.093056	319116888.632260	186452326.582365	167300.000000	755.208116	28670607.690651
347556122.287234	183264925.701671	319185962.385589	186482886.353469	167400.000000	755.434997	28553252.952575
347513869.582359	183355116.267904	319255070.721115	186513424.630885	167500.000000	755.666909	28435916.539422
347471594.043087	183445294.786262	319324214.154130	186543941.464114	167600.000000	755.903918	28318598.913500
347429295.673014	183535461.251253	319393393.206113	186574436.904467	167700.000000	756.146090	28201300.546809
347386974.475740	183625615.657385	319462608.404821	186604911.005111	167800.000000	756.393494	28084021.921259
347344630.454866	183715757.999168	319531860.284391	186635363.821122	167900.000000	756.646197	27966763.528901
347302263.613993	183805888.271112	319601149.385436	186665795.409545	168000.000000	756.904270	27849525.872161
347259873.956722	183896006.467731	319670476.255151	186696205.829443	168100.000000	757.167784	27732309.464083
347217461.486658	183986112.583536	319739841.447413	186726595.141958	168200.000000	757.436810	27615114.828571
347175026.207406	184076206.613043	319809245.522887	186756963.410369	168300.000000	757.711423	27497942.500649
347132568.122570	184166288.550767	319878689.049133	186787310.700154	168400.000000	757.991697	27380793.026717
347090087.235759	184256358.391224	319948172.600715	186817637.079051	168500.000000	758.277709	27263666.964820
347047583.550581	184346416.128932	320017696.759314	186847942.617124	168600.000000	758.569535	27146564.884921
347005057.070644	184436461.758410	320087262.113837	186878227.386829	168700.000000	758.867254	27029487.369184
346962507.799559	184526495.274179	320156869.260537	186908491.463080	168800.000000	759.170947	26912435.012261
346919935.740939	184616516.670758	320226518.803127	186938734.923324	168900.000000	759.480694	26795408.421592
346877340.898395	184706525.942671	320296211.352900	186968957.847610	169000.000000	759.796578	26678408.217705
346834723.275541	184796523.084441	320365947.528851	186999160.318663	169100.000000	760.118685	26561435.034533
346792082.875994	184886508.090592	320435727.957802	187029342.421964	169200.000000	760.447098	26444489.519732
346749419.703368	184976480.955650	320505553.274524	187059504.245828	169300.000000	760.781907	26327572.335017
346706733.761282	185066441.674143	320575424.121873	187089645.881482	169400.000000	761.123198	26210684.156490
346664025.053354	185156390.240597	320645341.150912	187119767.423155	169500.000000	761.471064	26093825.675000
346621293.583203	185246326.649543	320715305.021049	187149868.968158	169600.000000	761.825595	25976997.596491
346578539.354450	185336250.895510	320785316.400173	187179950.616980	169700.000000	762.186885	25860200.642376
346535762.370718	185426162.973030	320855375.964789	187210012.473374	169800.000000	762.555029	25743435.549911
346492962.635628	185516062.876635	320925484.400163	187240054.644452	169900.000000	762.930124	25626703.072584
346450140.152806	185605950.600860	320995642.400460	187270077.240788	170000.000000	763.312269	25510003.980510
346407294.925877	185695826.140238	321065850.668894	187300080.376511	170100.000000	763.701564	25393339.060848
346364426.958468	185785689.489307	321136109.917874	187330064.169414	170200.000000	764.098111	25276709.118213
346321536.254206	185875540.642603	321206420.869158	187360028.741055	170300.000000	764.502014	25160114.975114
346278622.816719	185965379.594664	321276784.254003	187389974.216875	170400.000000	764.913379	25043557.472397
346235686.649638	186055206.340030	321347200.813325	187419900.726303	170500.000000	765.332313	24927037.469702
346192727.756595	186145020.873241	321417671.297858	187449808.402877	170600.000000	765.758927	24810555.845933
346149746.141221	186234823.188840	321488196.468313	187479697.384364	170700.000000	766.193331	24694113.499737
346106741.807149	186324613.281368	321558777.095551	187509567.812882	170800.000000	766.635640	24577711.350008
346063714.758014	186414391.145371	321629413.960745	187539419.835032	170900.000000	767.085969	24461350.336391
346020664.997452	186504156.775392	321700107.855553	187569253.602023	171000.000000	767.544436	24345031.419810
345977592.529099	186593910.165979	321770859.582294	187599069.269817	171100.000000	768.011162	24228755.583008
345934497.356594	186683651.311679	321841669.954127	187628866.999260	171200.000000	768.486268	24112523.831100
345891379.483576	186773380.207040	321912539.795228	187658646.956233	171300.000000	768.969878	23996337.192145
345848238.913684	186863096.846613	321983469.940977	187688409.311800	171400.000000	769.462120	23880196.717736
345805075.650560	186952801.224947	322054461.238147	187718154.242357	171500.000000	769.963122	23764103.483601
345761889.697846	187042493.336595	322125514.545092	187747881.929799	171600.000000	770.473016	23648058.590226
345718681.059187	187132173.176110	322196630.731942	187777592.561675	171700.000000	770.991935	23532063.163493
345675449.738227	187221840.738047	322267810.680805	187807286.331363	171800.000000	771.520017	23416118.355343
345632195.738611	187311496.016960	322339055.285961	187836963.438242	171900.000000	772.057399	23300225.344446
345588919.063987	187401139.007407	322410365.454073	187866624.087870	172000.000000	772.604224	23184385.336903
345545619.718003	187490769.703945	322481742.104395	187896268.492173	172100.000000	773.160635	23068599.566964
345502297.704308	187580388.101133	322553186.168981	187925896.869632	172200.000000	773.726779	22952869.297761
345458953.026552	187669994.193531	322624698.592902	187955509.445487	172300.000000	774.302806	22837195.822072
345415585.688389	187759587.975700	322696280.334470	187985106.451933	172400.000000	774.888868	22721580.463102
345372195.693468	187849169.442202	322767932.365454	188014688.128334	172500.000000	775.485119	22606024.575288
345328783.045446	187938738.587602	322839655.671313	188044254.721443	172600.000000	776.091719	22490529.545126
345285347.747976	188028295.406462	322911451.251427	188073806.485621	172700.000000	776.708828	22375096.792030
345241889.804716	188117839.893350	322983320.119328	188103343.683071	172800.000000	777.336610	22259727.769205
345198409.219321	188207372.042833	323055263.302942	188132866.584076	172900.000000	777.975232	22144423.964552
345154905.995450	188296891.849477	323127281.844833	188162375.467248	173000.000000	778.624865	22029186.901605
345111380.136764	188386399.307853	323199376.802449	188191870.619780	173100.000000	779.285683	21914018.140485
345067831.646922	188475894.412531	323271549.248370	188221352.337708	173200.000000	779.957861	21798919.278889
345024260.529586	188565377.158081	323343800.270570	188250820.926186	173300.000000	780.641580	21683891.953113
344980666.788420	188654847.539078	323416130.972668	188280276.699764	173400.000000	781.337024	21568937.839095
344937050.427087	188744305.550094	323488542.474200	188309719.982680	173500.000000	782.044381	21454058.653495
344893411.449252	188833751.185704	323561035.910880	188339151.109156	173600.000000	782.763839	21339256.154812
344849749.858582	188923184.440485	323633612.434874	188368570.423707	173700.000000	783.495595	21224532.144526
344806065.658743	189012605.309014	323706273.215077	188397978.281465	173800.000000	784.239845	21109888.468282
344762358.853406	189102013.785868	323779019.437390	188427375.048504	173900.000000	784.996791	20995327.017104
344718629.446238	189191409.865629	323851852.305007	188456761.102182	174000.000000	785.766640	20880849.728653
344674877.440912	189280793.542875	323924773.038704	188486136.831492	174100.000000	786.549600	20766458.588511
344631102.841098	189370164.812190	323997782.877128	188515502.637430	174200.000000	787.345885	20652155.631523
344587305.650470	189459523.668155	324070883.077096	188544858.933365	174300.000000	788.155713	20537942.943161
344543485.872703	189548870.105356	324144074.913893	188574206.145430	174400.000000	788.979305	20423822.660939
344499643.511471	189638204.118377	324217359.681582	188603544.712923	174500.000000	789.816887	20309796.975875
344455778.570451	189727525.701805	324290738.693305	188632875.088723	174600.000000	790.668690	20195868.133988
344411891.053320	189816834.850227	324364213.281605	188662197.739717	174700.000000	791.534948	20082038.437847
344367980.963758	189906131.558232	324437784.798732	188691513.147241	174800.000000	792.415900	19968310.248169
344324048.305443	189995415.820409	324511454.616971	188720821.807543	174900.000000	793.311790	19854685.985462
344280093.082057	190084687.631351	324585224.128962	188750124.232250	175000.000000	794.222867	19741168.131720
344236115.297282	190173946.985649	324659094.748028	188779420.948863	175100.000000	795.149382	19627759.232173
344192114.954801	190263193.877895	324733067.908507	188808712.501258	175200.000000	796.091595	19514461.897089
344148092.058299	190352428.302686	324807145.066084	188837999.450211	175300.000000	797.049767	19401278.803625
344104046.611461	190441650.254615	324881327.698131	188867282.373936	175400.000000	798.024166	19288212.697753
344059978.617972	190530859.728281	324955617.304044	188896561.868645	175500.000000	799.015066	19175266.396224
344015888.081523	190620056.718280	325030015.405588	188925838.549128	175600.000000	800.022744	19062442.788609
343971775.005799	190709241.219213	325104523.547243	188955113.049344	175700.000000	801.047482	18949744.839394
343927639.394493	190798413.225678	325179143.296549	188984386.023041	175800.000000	802.089570	18837175.590145
343883481.251294	190887572.732277	325253876.244459	189013658.144396	175900.000000	803.149302	18724738.161739
343839300.579895	190976719.733614	325328724.005690	189042930.108670	176000.000000	804.226976	18612435.756657
343795097.383989	191065854.224291	325403688.219074	189072202.632895	176100.000000	805.322897	18500271.661364
343750871.667271	191154976.198913	325478770.547916	189101476.456573	176200.000000	806.437376	18388249.248742
343706623.433436	191244085.652087	325553972.680345	189130752.342411	176300.000000	807.570730	18276371.980616
343662352.686181	191333182.578419	325629296.329671	189160031.077068	176400.000000	808.723279	18164643.410346
343618059.429203	191422266.972517	325704743.234743	189189313.471939	176500.000000	809.895353	18053067.185506
343573743.666201	191511338.828992	325780315.160299	189218600.363960	176600.000000	811.087284	17941647.050644
343529405.400876	191600398.142453	325856013.897321	189247892.616436	176700.000000	812.299413	17830386.850120
343485044.636929	191689444.907512	325931841.263390	189277191.119907	176800.000000	813.532086	17719290.531044
343440661.378061	191778479.118782	326007799.103034	189306496.793032	176900.000000	814.785655	17608362.146290
343396255.627976	191867500.770877	326083889.288070	189335810.583516	177000.000000	816.060479	17497605.857612
343351827.390379	191956509.858412	326160113.717956	189365133.469053	177100.000000	817.356922	17387025.938852
343307376.668975	192045506.376004	326236474.320120	189394466.458311	177200.000000	818.675356	17276626.779242
343262903.467471	192134490.318270	326312973.050303	189423810.591950	177300.000000	820.016157	17166412.886812
343218407.789574	192223461.679828	326389611.892877	189453166.943669	177400.000000	821.379711	17056388.891894
343173889.638993	192312420.455298	326466392.861173	189482536.621286	177500.000000	822.766408	16946559.550738
343129349.019440	192401366.639302	326543317.997788	189511920.767868	177600.000000	824.176644	16836929.749229
343084785.934624	192490300.226461	326620389.374890	189541320.562880	177700.000000	825.610825	16727504.506724
343040200.388259	192579221.211398	326697609.094510	189570737.223382	177800.000000	827.069359	16618288.979988
342995592.384056	192668129.588738	326774979.288824	189600172.005267	177900.000000	828.552665	16509288.467263
342950961.925731	192757025.353107	326852502.120416	189629626.204536	178000.000000	830.061166	16400508.412444
342906309.017000	192845908.499130	326930179.782539	189659101.158610	178100.000000	831.595292	16291954.409380
342861633.661580	192934779.021436	327008014.499345	189688598.247698	178200.000000	833.155480	16183632.206298
342816935.863187	193023636.914654	327086008.526109	189718118.896192	178300.000000	834.742175	16075547.710354
342772215.625541	193112482.173414	327164164.149426	189747664.574124	178400.000000	836.355825	15967706.992316
342727472.952362	193201314.792347	327242483.687389	189777236.798653	178500.000000	837.996889	15860116.291374
342682707.847372	193290134.766086	327320969.489751	189806837.135616	178600.000000	839.665830	15752782.020082
342637920.314292	193378942.089264	327399623.938044	189836467.201111	178700.000000	841.363116	15645710.769444
342593110.356847	193467736.756516	327478449.445689	189866128.663142	178800.000000	843.089225	15538909.314128
342548277.978760	193556518.762478	327557448.458064	189895823.243308	178900.000000	844.844639	15432384.617828
342503423.183757	193645288.101787	327636623.452540	189925552.718549	179000.000000	846.629846	15326143.838763
342458545.975565	193734044.769081	327715976.938487	189955318.922939	179100.000000	848.445340	15220194.335316
342413646.357911	193822788.758999	327795511.457239	189985123.749537	179200.000000	850.291623	15114543.671828
342368724.334524	193911520.066182	327875229.582011	190014969.152289	179300.000000	852.169198	15009199.624522
342323779.909135	194000238.685273	327955133.917782	190044857.147993	179400.000000	854.078579	14904170.187584
342278813.085475	194088944.610912	328035227.101117	190074789.818311	179500.000000	856.020280	14799463.579385
342233823.867276	194177637.837745	328115511.799948	190104769.311844	179600.000000	857.994824	14695088.248852
342188812.258271	194266318.360417	328195990.713291	190134797.846265	179700.000000	860.002735	14591052.881976
342143778.262195	194354986.173574	328276666.570909	190164877.710507	179800.000000	862.044545	14487366.408476
342098721.882784	194443641.271863	328357542.132900	190195011.267010	179900.000000	864.120787	14384038.008594
342053643.123773	194532283.649933	328438620.189228	190225200.954033	180000.000000	866.231999	14281077.120038
342008541.988902	194620913.302433	328519903.559172	190255449.288016	180100.000000	868.378720	14178493.445060
341963418.481909	194709530.224016	328601395.090694	190285758.866008	180200.000000	870.561493	14076296.957666
341918272.606533	194798134.409332	328683097.659729	190316132.368148	180300.000000	872.780865	13974497.910952
341873104.366516	194886725.853035	328765014.169380	190346572.560212	180400.000000	875.037380	13873106.844578
341827913.765601	194975304.549779	328847147.549015	190377082.296205	180500.000000	877.331587	13772134.592340
341782700.807530	195063870.494220	328929500.753262	190407664.521024	180600.000000	879.664032	13671592.289866
341737465.496048	195152423.681015	329012076.760903	190438322.273165	180700.000000	882.035262	13571491.382408
341692207.834901	195240964.104821	329094878.573634	190469058.687487	180800.000000	884.445823	13471843.632729
341646927.827834	195329491.760298	329177909.214720	190499876.998027	180900.000000	886.896256	13372661.129070
341601625.478597	195418006.642105	329261171.727508	190530780.540865	181000.000000	889.387103	13273956.293182
341556300.790937	195506508.744904	329344669.173802	190561772.757033	181100.000000	891.918898	13175741.888417
341510953.768605	195594998.063357	329428404.632098	190592857.195465	181200.000000	894.492171	13078031.027855
341465584.415352	195683474.592129	329512381.195658	190624037.515994	181300.000000	897.107447	12980837.182454
341420192.734930	195771938.325883	329596601.970421	190655317.492369	181400.000000	899.765242	12884174.189197
341374778.731091	195860389.259286	329681070.072742	190686701.015314	181500.000000	902.466063	12788056.259221
341329342.407591	195948827.387005	329765788.626952	190718192.095605	181600.000000	905.210407	12692497.985907
341283883.768185	196037252.703708	329850760.762723	190749794.867162	181700.000000	907.998759	12597514.352888
341238402.816629	196125665.204064	329935989.612233	190781513.590158	181800.000000	910.831590	12503120.741969
341192899.556682	196214064.882745	330021478.307123	190813352.654117	181900.000000	913.709358	12409332.940905
341147373.992101	196302451.734421	330107229.975228	190845316.581019	182000.000000	916.632502	12316167.151025
341101826.126647	196390825.753767	330193247.737084	190877410.028380	182100.000000	919.601444	12223639.994645
341056255.964080	196479186.935455	330279534.702192	190909637.792305	182200.000000	922.616583	12131768.522239
341010663.508163	196567535.274161	330366093.965026	190942004.810502	182300.000000	925.678298	12040570.219327
340965048.762659	196655870.764561	330452928.600789	190974516.165243	182400.000000	928.786941	11950063.013022
340919411.731331	196744193.401334	330540041.660888	191007177.086262	182500.000000	931.942838	11860265.278197
340873752.417946	196832503.179157	330627436.168137	191039992.953561	182600.000000	935.146285	11771195.843209
340828070.826270	196920800.092710	330715115.111666	191072969.300130	182700.000000	938.397544	11682873.995126
340782366.960070	197009084.136675	330803081.441526	191106111.814542	182800.000000	941.696845	11595319.484389
340736640.823115	197097355.305734	330891338.062992	191139426.343409	182900.000000	945.044379	11508552.528854
340690892.419174	197185613.594569	330979887.830550	191172918.893694	183000.000000	948.440297	11422593.817129
340645121.752019	197273858.997866	331068733.541555	191206595.634827	183100.000000	951.884705	11337464.511139
340599328.825421	197362091.510310	331157877.929563	191240462.900632	183200.000000	955.377663	11253186.247842
340553513.643153	197450311.126588	331247323.657322	191274527.191018	183300.000000	958.919183	11169781.140011
340507676.208989	197538517.841389	331337073.309434	191308795.173415	183400.000000	962.509222	11087271.775987
340461816.526705	197626711.649400	331427129.384664	191343273.683934	183500.000000	966.147680	11005681.218333
340415934.600076	197714892.545312	331517494.287909	191377969.728201	183600.000000	969.834400	10925033.001267
340370030.432881	197803060.523817	331608170.321822	191412890.481861	183700.000000	973.569159	10845351.126800
340324104.028898	197891215.579607	331699159.678102	191448043.290692	183800.000000	977.351668	10766660.059463
340278155.391905	197979357.707376	331790464.428436	191483435.670318	183900.000000	981.181566	10688984.719533
340232184.525685	198067486.901820	331882086.515125	191519075.305469	184000.000000	985.058420	10612350.474630
340186191.434019	198155603.157633	331974027.741379	191554970.048762	184100.000000	988.981716	10536783.129606
340140176.120688	198243706.469514	332066289.761318	191591127.918961	184200.000000	992.950861	10462308.914595
340094138.589477	198331796.832160	332158874.069670	191627557.098682	184300.000000	996.965174	10388954.471125
340048078.844173	198419874.240272	332251781.991209	191664265.931496	184400.000000	1001.023888	10316746.836186
340001996.888559	198507938.688550	332345014.669941	191701262.918405	184500.000000	1005.126140	10245713.424139
339955892.726424	198595990.171696	332438573.058067	191738556.713644	184600.000000	1009.270974	10175882.006371
339909766.361556	198684028.684413	332532457.904763	191776156.119764	184700.000000	1013.457333	10107280.688599
339863617.797743	198772054.221406	332626669.744798	191814070.081980	184800.000000	1017.684058	10039937.885713
339817447.038778	198860066.777378	332721208.887042	191852307.681723	184900.000000	1021.949884	9973882.294095
339771254.088450	198948066.347039	332816075.402906	191890878.129383	185000.000000	1026.253439	9909142.861312
339725038.950553	199036052.925093	332911269.114757	191929790.756198	185100.000000	1030.593239	9845748.753129
339678801.628881	199124026.506252	333006789.584368	191969055.005261	185200.000000	1034.967689	9783729.317785
339632542.127228	199211987.085224	333102636.101457	192008680.421631	185300.000000	1039.375077	9723114.047480
339586260.449391	199299934.656721	333198807.672393	192048676.641504	185400.000000	1043.813578	9663932.537049
339539956.599165	199387869.215455	333295303.009103	192089053.380456	185500.000000	1048.281249	9606214.439825
339493630.580350	199475790.756141	333392120.518297	192129820.420713	185600.000000	1052.776029	9549989.420678
339447282.396744	199563699.273491	333489258.291053	192170987.597475	185700.000000	1057.295740	9495287.106282
339400912.052148	199651594.762223	333586714.092850	192212564.784265	185800.000000	1061.838088	9442137.032644
339354519.550362	199739477.217053	333684485.354152	192254561.877335	185900.000000	1066.400663	9390568.589994
339308104.895190	199827346.632699	333782569.161590	192296988.779127	186000.000000	1070.980942	9340610.965124
339261668.090434	199915203.003882	333880962.249877	192339855.380822	186100.000000	1075.576289	9292293.081311
339215209.139900	200003046.325320	333979660.994503	192383171.544009	186200.000000	1080.183963	9245643.535995
339168728.047393	200090876.591737	334078661.405328	192426947.081510	186300.000000	1084.801116	9200690.536393
339122224.816719	200178693.797854	334177959.121149	192471191.737427	186400.000000	1089.424802	9157461.833273
339075699.451687	200266497.938396	334277549.405332	192515915.166451	186500.000000	1094.051982	9115984.653139
339029151.956105	200354289.008088	334377427.142595	192561126.912533	186600.000000	1098.679526	9076285.629109
338982582.333783	200442067.001656	334477586.837023	192606836.386967	186700.000000	1103.304226	9038390.730801
338935990.588533	200529831.913828	334578022.611390	192653052.846011	186800.000000	1107.922798	9002325.193556
338889376.724166	200617583.739331	334678728.207858	192699785.368120	186900.000000	1112.531896	8968113.447376
338842740.744496	200705322.472897	334779696.990120	192747042.830914	187000.000000	1117.128116	8935779.045955
338796082.653338	200793048.109256	334880921.947035	192794833.888006	187100.000000	1121.708006	8905344.596224
338749402.454505	200880760.643140	334982395.697805	192843166.945808	187200.000000	1126.268083	8876831.688833
338702700.151816	200968460.069283	335084110.498721	192892050.140448	187300.000000	1130.804833	8850260.830014
338655975.749087	201056146.382418	335186058.251505	192941491.314948	187400.000000	1135.314732	8825651.375279
338609229.250137	201143819.577282	335288230.513253	192991497.996803	187500.000000	1139.794254	8803021.465411
338562460.658785	201231479.648611	335390618.507980	193042077.376096	187600.000000	1144.239882	8782387.965206
338515669.978853	201319126.591144	335493213.139733	193093236.284320	187700.000000	1148.648121	8763766.405420
338468857.214163	201406760.399619	335596005.007254	193144981.174029	187800.000000	1153.015514	8747170.928350
338422022.368536	201494381.068776	335698984.420138	193197318.099487	187900.000000	1157.338648	8732614.237502
338375165.445799	201581988.593358	335802141.416421	193250252.698437	188000.000000	1161.614174	8720107.551708
338328286.449774	201669582.968107	335905465.781519	193303790.175133	188100.000000	1165.838812	8709660.564109
338281385.384289	201757164.187766	336008947.068429	193357935.284769	188200.000000	1170.009371	8701281.406303
338234462.253170	201844732.247080	336112574.619089	193412692.319408	188300.000000	1174.122753	8694976.617997
338187517.060246	201932287.140796	336216337.586774	193468065.095527	188400.000000	1178.175971	8690751.122391
338140549.809347	202019828.863661	336320224.959400	193524056.943280	188500.000000	1182.166156	8688608.207536
338093560.504303	202107357.410423	336424225.583606	193580670.697532	188600.000000	1186.090568	8688549.513795
338046549.148945	202194872.775832	336528328.189460	193637908.690767	188700.000000	1189.946605	8690575.027552
337999515.747106	202282374.954639	336632521.415635	193695772.747881	188800.000000	1193.731813	8694683.081196
337952460.302619	202369863.941595	336736793.834911	193754264.182925	188900.000000	1197.443892	8700870.359396
337905382.819320	202457339.731454	336841133.979830	193813383.797788	189000.000000	1201.080704	8709131.911608
337858283.301044	202544802.318970	336945530.368352	193873131.882831	189100.000000	1204.640280	8719461.170701
337811161.751629	202632251.698899	337049971.529350	193933508.219457	189200.000000	1208.120820	8731849.977548
337764018.174911	202719687.865996	337154446.027793	193994512.084570	189300.000000	1211.520703	8746288.611362
337716852.574730	202807110.815021	337258942.489460	194056142.256875	189400.000000	1214.838484	8762765.825525
337669664.954927	202894520.540730	337363449.625056	194118397.024958	189500.000000	1218.072900	8781268.888601
337622455.319342	202981917.037886	337467956.253572	194181274.197066	189600.000000	1221.222868	8801783.630199
337575223.671817	203069300.301249	337572451.324786	194244771.112478	189700.000000	1224.287485	8824294.491312
337527970.016197	203156670.325582	337676923.940784	194308884.654390	189800.000000	1227.266028	8848784.578724
337480694.356325	203244027.105648	337781363.376385	194373611.264169	189900.000000	1230.157949	8875235.723071
337433396.696047	203331370.636212	337885759.098406	194438946.956885	190000.000000	1232.962874	8903628.540102
337386077.039208	203418700.912040	337990100.783665	194504887.337965	190100.000000	1235.680598	8933942.494700
337338735.389658	203506017.927899	338094378.335676	194571427.620856	190200.000000	1238.311081	8966155.967197
337291371.751245	203593321.678557	338198581.899977	194638562.645552	190300.000000	1240.854440	9000246.321526
337243986.127818	203680612.158784	338302701.878070	194706286.897851	190400.000000	1243.310947	9036189.974765
337196578.523227	203767889.363350	338406728.939921	194774594.529204	190500.000000	1245.681017	9073962.467612
337149148.941326	203855153.287028	338510654.035046	194843479.377025	190600.000000	1247.965207	9113538.535381
337101697.385967	203942403.924590	338614468.402155	194912934.985323	190700.000000	1250.164203	9154892.179098
337054223.861004	204029641.270810	338718163.577394	194982954.625539	190800.000000	1252.278816	9197996.736305
337006728.370292	204116865.320463	338821731.401182	195053531.317460	190900.000000	1254.309972	9242824.951213
336959210.917687	204204076.068327	338925164.023698	195124657.850096	191000.000000	1256.258704	9289349.043856
336911671.507047	204291273.509178	339028453.909050	195196326.802412	191100.000000	1258.126144	9337540.777948
336864110.142229	204378457.637796	339131593.838180	195268530.563818	191200.000000	1259.913515	9387371.527139
336816526.827093	204465628.448961	339234576.910557	195341261.354325	191300.000000	1261.622123	9438812.339448
336768921.565499	204552785.937453	339337396.544723	195414511.244273	191400.000000	1263.253349	9491833.999621
